season,week,contestant_id,celebrity_name,ballroom_partner,fan_rank_mean,fan_rank_std,fan_rank_p05,fan_rank_p95
33,2,3,Chandler Kinney,Brandon Armstrong,1.0692,0.30532062175393,1.0,2.0
33,2,4,Dwight Howard?,Daniella Karagach,3.4605,1.4299805014137232,2.0,6.0
33,2,5,Danny Amendola,Witney Carson,5.7208,1.5573984425929326,3.0,8.0
33,2,6,Stephen Nedoroscik,Rylee Arnold,3.5,1.458153840053276,2.0,6.0
33,2,7,Ilona Maher,Alan Bersten,5.6868,1.5621618978132497,3.0,8.0
33,2,8,Anna Delvey,Ezra Sosa,12.9759,0.15786602601008493,13.0,13.0
33,2,9,Brooks Nader,Gleb Savchenko,7.5981,1.0916480932772936,5.0,9.0
33,2,10,Phaedra Parks,Val Chmerkovskiy,5.7097,1.548504341798775,3.0,8.0
33,2,11,Jenn Tran,Sasha Farber,8.7824,0.5314870533218884,8.0,9.0
33,2,12,Joey Graziadei,Jenna Johnson,3.4731,1.4317406811772204,2.0,6.0
33,3,1,Eric Roberts,Britt Stewart,10.0205,0.14171012023076426,10.0,10.0
33,3,2,Reginald VelJohnson,Emma Slater,10.9795,0.14171012023076426,11.0,11.0
33,3,3,Chandler Kinney,Brandon Armstrong,1.6957,0.4607849197556574,1.0,2.0
33,3,4,Dwight Howard?,Daniella Karagach,8.9575,0.21976937879965394,9.0,9.0
33,3,5,Danny Amendola,Witney Carson,5.4362,0.9058761621557959,4.0,6.0
33,3,6,Stephen Nedoroscik,Rylee Arnold,3.9411,0.9619372756745803,3.0,6.0
33,3,7,Ilona Maher,Alan Bersten,7.4948,0.5875435990188947,7.0,8.0
33,3,9,Brooks Nader,Gleb Savchenko,4.7255,1.0112625846937664,3.0,6.0
33,3,10,Phaedra Parks,Val Chmerkovskiy,7.4905,0.5881703362415037,7.0,8.0
33,3,11,Jenn Tran,Sasha Farber,3.954,0.9617569847158698,3.0,6.0
33,3,12,Joey Graziadei,Jenna Johnson,1.3047,0.46052048587635164,1.0,2.0
33,4,3,Chandler Kinney,Brandon Armstrong,5.344,1.2957746344138381,3.0,7.0
33,4,4,Dwight Howard?,Daniella Karagach,8.2307,0.43485218136967346,8.0,9.0
33,4,5,Danny Amendola,Witney Carson,1.4983,0.5020182389427911,1.0,2.0
33,4,6,Stephen Nedoroscik,Rylee Arnold,3.6192,0.975954204182177,3.0,6.0
33,4,7,Ilona Maher,Alan Bersten,5.3315,1.305058645351534,3.0,7.0
33,4,9,Brooks Nader,Gleb Savchenko,8.74,0.489718268393408,8.0,9.0
33,4,10,Phaedra Parks,Val Chmerkovskiy,5.3774,1.3164127522374671,3.0,7.0
33,4,11,Jenn Tran,Sasha Farber,5.3553,1.2981642550321986,3.0,7.0
33,4,12,Joey Graziadei,Jenna Johnson,1.5036,0.5018089489259069,1.0,2.0
33,5,3,Chandler Kinney,Brandon Armstrong,1.4511,0.8196804118665768,1.0,3.0
33,5,4,Dwight Howard?,Daniella Karagach,6.3273,0.8041389021415348,5.0,7.0
33,5,5,Danny Amendola,Witney Carson,3.9666,1.3193401782143162,2.0,6.0
33,5,6,Stephen Nedoroscik,Rylee Arnold,6.3103,0.8098638761852474,5.0,7.0
33,5,7,Ilona Maher,Alan Bersten,3.0068,1.290550391124348,1.0,5.0
33,5,10,Phaedra Parks,Val Chmerkovskiy,7.9975,0.055624269936248034,8.0,8.0
33,5,11,Jenn Tran,Sasha Farber,3.9578,1.3080482632632098,2.0,6.0
33,5,12,Joey Graziadei,Jenna Johnson,2.9826,1.2849367090384722,1.0,5.0
33,6,3,Chandler Kinney,Brandon Armstrong,1.662,0.6916674348153451,1.0,3.0
33,6,4,Dwight Howard?,Daniella Karagach,2.6914,0.5812054886027812,1.0,3.0
33,6,5,Danny Amendola,Witney Carson,4.5127,0.5217910851994871,4.0,5.0
33,6,6,Stephen Nedoroscik,Rylee Arnold,4.5068,0.5261002168254776,4.0,5.0
33,6,7,Ilona Maher,Alan Bersten,6.064,0.2447651752171864,6.0,7.0
33,6,11,Jenn Tran,Sasha Farber,6.914,0.3501660486485839,6.0,7.0
33,6,12,Joey Graziadei,Jenna Johnson,1.6491,0.6897947315521984,1.0,3.0
33,7,3,Chandler Kinney,Brandon Armstrong,1.0066,0.08577398042280507,1.0,1.0
33,7,4,Dwight Howard?,Daniella Karagach,6.0,0.0,6.0,6.0
33,7,5,Danny Amendola,Witney Carson,4.6089,0.6112103957024794,3.0,5.0
33,7,6,Stephen Nedoroscik,Rylee Arnold,2.8995,0.7363789618107911,2.0,4.0
33,7,7,Ilona Maher,Alan Bersten,4.0989,0.7326475736987879,3.0,5.0
33,7,12,Joey Graziadei,Jenna Johnson,2.3861,0.6192456188893484,2.0,4.0
33,8,3,Chandler Kinney,Brandon Armstrong,1.8186,0.8227768446994731,1.0,3.0
33,8,5,Danny Amendola,Witney Carson,4.1948,0.6325290264461623,3.0,5.0
33,8,6,Stephen Nedoroscik,Rylee Arnold,4.6642,0.5339165353186479,4.0,5.0
33,8,7,Ilona Maher,Alan Bersten,2.4816,0.8622852159113923,1.0,4.0
33,8,12,Joey Graziadei,Jenna Johnson,1.8408,0.8302555585054777,1.0,3.0
33,9,3,Chandler Kinney,Brandon Armstrong,1.7062,0.9030853316888904,1.0,3.0
33,9,5,Danny Amendola,Witney Carson,4.5362,0.7330370347597951,3.0,5.0
33,9,6,Stephen Nedoroscik,Rylee Arnold,2.4099,1.0492817015505977,1.0,4.0
33,9,7,Ilona Maher,Alan Bersten,3.9373,0.9312655021762342,2.0,5.0
33,9,12,Joey Graziadei,Jenna Johnson,2.4104,1.034929441022329,1.0,4.0
34,1,0,Corey Feldman,Jenna Johnson,12.871,1.2847272287942044,10.0,14.0
34,1,1,Danielle Fishel,Pasha Pashkov,6.7346,1.3520153973100497,4.0,9.0
34,1,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),6.7647,1.358645833854496,4.0,9.0
34,1,3,Baron Davis,Britt Stewart,10.7561,1.5634760106005998,9.0,13.0
34,1,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),10.725,1.5449963434811544,9.0,13.0
34,1,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),12.8879,1.2601160181657582,10.0,14.0
34,1,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),1.7055,0.7809165980265174,1.0,3.0
34,1,7,Hilaria Baldwin,Gleb Savchenko,3.0655,1.0405373716509063,1.0,5.0
34,1,8,Lauren Jauregui,Brandon Armstrong,4.7809,1.2926957477417582,3.0,7.0
34,1,9,Scott Hoying,Rylee Arnold,10.7568,1.5638728624261542,9.0,13.0
34,1,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),4.7796,1.3078971287872594,3.0,7.0
34,1,11,Jen Affleck,Jan Ravnik,6.7444,1.365450506429491,4.0,9.0
34,1,12,Whitney Leavitt,Mark Ballas,1.7016,0.7907085189854725,1.0,3.0
34,1,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),10.7264,1.580757071561579,9.0,13.0
34,2,0,Corey Feldman,Jenna Johnson,13.9984,0.03996998573900177,14.0,14.0
34,2,1,Danielle Fishel,Pasha Pashkov,9.912,0.74626516143333,9.0,11.0
34,2,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),6.0636,2.0254790289039404,2.0,9.0
34,2,3,Baron Davis,Britt Stewart,12.999,0.06480293158487672,13.0,13.0
34,2,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),3.1448,1.8672390361605589,1.0,7.0
34,2,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),11.98,0.16125321782843935,12.0,12.0
34,2,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),3.163,1.8842998855293376,1.0,7.0
34,2,7,Hilaria Baldwin,Gleb Savchenko,6.0721,2.0023742258264368,2.0,9.0
34,2,8,Lauren Jauregui,Brandon Armstrong,6.0611,2.0278012693059355,2.0,9.0
34,2,9,Scott Hoying,Rylee Arnold,10.8438,0.45433710196309307,10.0,11.0
34,2,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),6.0022,2.0223758702120733,2.0,9.0
34,2,11,Jen Affleck,Jan Ravnik,3.1506,1.8794874001409911,1.0,7.0
34,2,12,Whitney Leavitt,Mark Ballas,3.1525,1.8950997045773141,1.0,7.0
34,2,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),8.4569,1.3299320516200024,6.0,10.0
34,3,1,Danielle Fishel,Pasha Pashkov,8.0102,1.194587235770745,6.0,9.0
34,3,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),8.0011,1.179083463450057,6.0,9.0
34,3,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),1.8712,1.0155361595576669,1.0,4.0
34,3,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),10.8498,0.360351141658424,10.0,11.0
34,3,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),5.9407,1.5841194568104207,3.0,9.0
34,3,7,Hilaria Baldwin,Gleb Savchenko,5.9985,1.5832714311963314,3.0,9.0
34,3,8,Lauren Jauregui,Brandon Armstrong,12.0,0.0,12.0,12.0
34,3,9,Scott Hoying,Rylee Arnold,5.9432,1.5924281279650512,3.0,9.0
34,3,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),3.6907,1.467599705263493,1.0,6.0
34,3,11,Jen Affleck,Jan Ravnik,10.1028,0.4398312234829575,10.0,11.0
34,3,12,Whitney Leavitt,Mark Ballas,1.8959,1.014971037330947,1.0,4.0
34,3,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),3.6959,1.468277485313113,1.0,6.0
34,4,1,Danielle Fishel,Pasha Pashkov,8.5304,0.9808017318519174,7.0,10.0
34,4,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),3.2254,1.4066245765199523,1.0,6.0
34,4,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),3.1782,1.3603785587042683,1.0,6.0
34,4,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),10.6522,0.48068520450142993,10.0,11.0
34,4,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),6.9778,1.1006490370823383,5.0,9.0
34,4,7,Hilaria Baldwin,Gleb Savchenko,9.8252,1.21687839955516,7.0,11.0
34,4,9,Scott Hoying,Rylee Arnold,8.4949,0.9207924716664377,7.0,10.0
34,4,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),3.1405,1.3686296302164704,1.0,6.0
34,4,11,Jen Affleck,Jan Ravnik,5.2407,1.3732997142687056,3.0,7.0
34,4,12,Whitney Leavitt,Mark Ballas,1.4986,0.8706743635738553,1.0,3.0
34,4,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),5.2361,1.3427349268222537,3.0,7.0
34,5,1,Danielle Fishel,Pasha Pashkov,8.1869,0.879230171553194,6.0,9.0
34,5,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),6.7934,0.9200005870150365,6.0,9.0
34,5,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),4.8835,0.4518275830629214,4.0,5.0
34,5,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),10.0,0.0,10.0,10.0
34,5,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),2.3686,0.7314284235343043,1.0,3.0
34,5,9,Scott Hoying,Rylee Arnold,6.7933,0.9126107581217648,6.0,9.0
34,5,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),2.363,0.7197796942682029,1.0,3.0
34,5,11,Jen Affleck,Jan Ravnik,8.1785,0.8958336909271606,6.0,9.0
34,5,12,Whitney Leavitt,Mark Ballas,4.1153,0.45894114295546684,4.0,5.0
34,5,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),1.3175,0.5927300252967544,1.0,3.0
34,6,1,Danielle Fishel,Pasha Pashkov,4.1524,0.9978345591232726,3.0,6.0
34,6,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),4.1498,0.9971255617717336,3.0,6.0
34,6,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),1.5078,0.5082961700619523,1.0,2.0
34,6,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),9.0,0.0,9.0,9.0
34,6,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),4.1638,1.0035289069213225,3.0,6.0
34,6,9,Scott Hoying,Rylee Arnold,10.0,0.0,10.0,10.0
34,6,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),5.5292,0.7944875587749053,4.0,6.0
34,6,11,Jen Affleck,Jan Ravnik,7.5033,0.5030053791373843,7.0,8.0
34,6,12,Whitney Leavitt,Mark Ballas,1.5001,0.5075684708246341,1.0,2.0
34,6,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),7.4936,0.5033730013000737,7.0,8.0
34,7,1,Danielle Fishel,Pasha Pashkov,5.9997,0.05196325642222402,6.0,6.0
34,7,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),7.0003,0.05196325642222383,7.0,7.0
34,7,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),4.5043,0.5039909827477767,4.0,5.0
34,7,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),7.9985,0.03870271036993404,8.0,8.0
34,7,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),2.8305,0.41639775300651055,2.0,3.0
34,7,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),1.178,0.41368238216212583,1.0,2.0
34,7,11,Jen Affleck,Jan Ravnik,9.0,0.0,9.0,9.0
34,7,12,Whitney Leavitt,Mark Ballas,1.9942,0.54643958460379,1.0,3.0
34,7,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),4.4945,0.5039793145704999,4.0,5.0
34,8,1,Danielle Fishel,Pasha Pashkov,7.9705,0.19502193044715666,8.0,8.0
34,8,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),5.1502,1.0864428175470533,3.0,6.0
34,8,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),2.3748,1.2120527493416788,1.0,5.0
34,8,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),7.0251,0.15643668765262336,7.0,7.0
34,8,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),4.2666,1.310990583349463,2.0,6.0
34,8,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),3.2989,1.3445220578169763,1.0,6.0
34,8,12,Whitney Leavitt,Mark Ballas,1.6148,0.9204920915298814,1.0,3.0
34,8,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),4.2991,1.3013871640887984,2.0,6.0
34,9,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),5.9986,0.03739224275142956,6.0,6.0
34,9,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),4.8465,0.37114892584044284,4.0,5.0
34,9,5,Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),7.0,0.0,7.0,7.0
34,9,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),2.046,0.8499154285124836,1.0,3.0
34,9,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),4.0864,0.4843123948956751,3.0,5.0
34,9,12,Whitney Leavitt,Mark Ballas,2.0017,0.8523906187756272,1.0,3.0
34,9,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),2.0208,0.8547750721929156,1.0,3.0
34,10,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),3.2063,1.1660515758866603,1.0,5.0
34,10,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),3.2,1.1478378601419799,1.0,5.0
34,10,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),1.6428,0.9061403142046495,1.0,4.0
34,10,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),2.3696,1.1024143375959763,1.0,4.0
34,10,12,Whitney Leavitt,Mark Ballas,5.94,0.23749871697349517,5.0,6.0
34,10,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),4.6413,0.7557059078384342,3.0,5.0
34,11,2,Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),3.9634,1.185242979347277,2.0,5.0
34,11,4,Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),2.7581,1.3208174915122066,1.0,5.0
34,11,6,Robert Irwin,Witney Carson (Xoshitl Gomez week 9),2.7488,1.3096068368051141,1.0,5.0
34,11,10,Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),2.14,1.2177636448956288,1.0,5.0
34,11,13,Dylan Efron,Daniella Karagach (Rumer Willis week 9),3.3897,1.3085125641403104,1.0,5.0
