season,week,contestant_id,celebrity_name,ballroom_partner,judge_rank,fan_rank_min,fan_rank_max,combined_rank_min,combined_rank_max,actual_eliminated,epsilon,k_actual,status,worse_definite,worse_possible
29,1,14,Jeannie Mai,Brandon Armstrong,6,,,,,0,0.01,0,unsolved,,
29,1,0,Anne Heche,Keo Motsepe,6,,,,,0,0.05,0,unsolved,,
29,1,1,Jesse Metcalfe,Sharna Burgess,6,,,,,0,0.05,0,unsolved,,
29,1,2,Chrishell Stause,Gleb Savchenko,13,,,,,0,0.05,0,unsolved,,
29,1,3,Skai Jackson,Alan Bersten,1,,,,,0,0.05,0,unsolved,,
29,1,4,Justina Machado,Sasha Farber,1,,,,,0,0.05,0,unsolved,,
29,1,5,Charles Oakley,Emma Slater,14,,,,,0,0.05,0,unsolved,,
29,1,6,Veron Davis,Peta Murgatroyd,11,,,,,0,0.05,0,unsolved,,
29,1,7,Johnny Weir,Britt Stewart,6,,,,,0,0.05,0,unsolved,,
29,1,8,Nev Schulman,Jenna Johnson,3,,,,,0,0.05,0,unsolved,,
29,1,9,AJ McLean,Cheryl Burke,6,,,,,0,0.05,0,unsolved,,
29,1,10,Nelly,Daniella Karagach,12,,,,,0,0.05,0,unsolved,,
29,1,11,Kaitlyn Bristowe,Artem Chigvintsev,3,,,,,0,0.05,0,unsolved,,
29,1,12,Carole Baskin,Pasha Pashkov,15,,,,,0,0.05,0,unsolved,,
29,1,13,Monica Aldama,Valentin Chmerkovskiy,5,,,,,0,0.05,0,unsolved,,
29,1,14,Jeannie Mai,Brandon Armstrong,6,,,,,0,0.05,0,unsolved,,
29,1,0,Anne Heche,Keo Motsepe,6,,,,,0,0.1,0,unsolved,,
29,1,1,Jesse Metcalfe,Sharna Burgess,6,,,,,0,0.1,0,unsolved,,
29,1,2,Chrishell Stause,Gleb Savchenko,13,,,,,0,0.1,0,unsolved,,
29,1,3,Skai Jackson,Alan Bersten,1,,,,,0,0.1,0,unsolved,,
29,1,4,Justina Machado,Sasha Farber,1,,,,,0,0.1,0,unsolved,,
29,1,5,Charles Oakley,Emma Slater,14,,,,,0,0.1,0,unsolved,,
29,1,6,Veron Davis,Peta Murgatroyd,11,,,,,0,0.1,0,unsolved,,
29,1,7,Johnny Weir,Britt Stewart,6,,,,,0,0.1,0,unsolved,,
29,1,8,Nev Schulman,Jenna Johnson,3,,,,,0,0.1,0,unsolved,,
29,1,9,AJ McLean,Cheryl Burke,6,,,,,0,0.1,0,unsolved,,
29,1,10,Nelly,Daniella Karagach,12,,,,,0,0.1,0,unsolved,,
29,1,11,Kaitlyn Bristowe,Artem Chigvintsev,3,,,,,0,0.1,0,unsolved,,
29,1,12,Carole Baskin,Pasha Pashkov,15,,,,,0,0.1,0,unsolved,,
29,1,13,Monica Aldama,Valentin Chmerkovskiy,5,,,,,0,0.1,0,unsolved,,
29,1,14,Jeannie Mai,Brandon Armstrong,6,,,,,0,0.1,0,unsolved,,
29,2,0,Anne Heche,Keo Motsepe,6,,,,,0,0.01,1,unsolved,,
29,2,1,Jesse Metcalfe,Sharna Burgess,4,,,,,0,0.01,1,unsolved,,
29,2,2,Chrishell Stause,Gleb Savchenko,6,,,,,0,0.01,1,unsolved,,
29,2,3,Skai Jackson,Alan Bersten,14,,,,,0,0.01,1,unsolved,,
29,2,4,Justina Machado,Sasha Farber,2,,,,,0,0.01,1,unsolved,,
29,2,5,Charles Oakley,Emma Slater,14,,,,,1,0.01,1,unsolved,,
29,2,6,Veron Davis,Peta Murgatroyd,6,,,,,0,0.01,1,unsolved,,
29,2,7,Johnny Weir,Britt Stewart,6,,,,,0,0.01,1,unsolved,,
29,2,8,Nev Schulman,Jenna Johnson,2,,,,,0,0.01,1,unsolved,,
29,2,9,AJ McLean,Cheryl Burke,5,,,,,0,0.01,1,unsolved,,
29,2,10,Nelly,Daniella Karagach,6,,,,,0,0.01,1,unsolved,,
29,2,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.01,1,unsolved,,
29,2,12,Carole Baskin,Pasha Pashkov,12,,,,,0,0.01,1,unsolved,,
29,2,13,Monica Aldama,Valentin Chmerkovskiy,12,,,,,0,0.01,1,unsolved,,
29,2,14,Jeannie Mai,Brandon Armstrong,6,,,,,0,0.01,1,unsolved,,
29,2,0,Anne Heche,Keo Motsepe,6,,,,,0,0.05,1,unsolved,,
29,2,1,Jesse Metcalfe,Sharna Burgess,4,,,,,0,0.05,1,unsolved,,
29,2,2,Chrishell Stause,Gleb Savchenko,6,,,,,0,0.05,1,unsolved,,
29,2,3,Skai Jackson,Alan Bersten,14,,,,,0,0.05,1,unsolved,,
29,2,4,Justina Machado,Sasha Farber,2,,,,,0,0.05,1,unsolved,,
29,2,5,Charles Oakley,Emma Slater,14,,,,,1,0.05,1,unsolved,,
29,2,6,Veron Davis,Peta Murgatroyd,6,,,,,0,0.05,1,unsolved,,
29,2,7,Johnny Weir,Britt Stewart,6,,,,,0,0.05,1,unsolved,,
29,2,8,Nev Schulman,Jenna Johnson,2,,,,,0,0.05,1,unsolved,,
29,2,9,AJ McLean,Cheryl Burke,5,,,,,0,0.05,1,unsolved,,
29,2,10,Nelly,Daniella Karagach,6,,,,,0,0.05,1,unsolved,,
29,2,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.05,1,unsolved,,
29,2,12,Carole Baskin,Pasha Pashkov,12,,,,,0,0.05,1,unsolved,,
29,2,13,Monica Aldama,Valentin Chmerkovskiy,12,,,,,0,0.05,1,unsolved,,
29,2,14,Jeannie Mai,Brandon Armstrong,6,,,,,0,0.05,1,unsolved,,
29,2,0,Anne Heche,Keo Motsepe,6,,,,,0,0.1,1,unsolved,,
29,2,1,Jesse Metcalfe,Sharna Burgess,4,,,,,0,0.1,1,unsolved,,
29,2,2,Chrishell Stause,Gleb Savchenko,6,,,,,0,0.1,1,unsolved,,
29,2,3,Skai Jackson,Alan Bersten,14,,,,,0,0.1,1,unsolved,,
29,2,4,Justina Machado,Sasha Farber,2,,,,,0,0.1,1,unsolved,,
29,2,5,Charles Oakley,Emma Slater,14,,,,,1,0.1,1,unsolved,,
29,2,6,Veron Davis,Peta Murgatroyd,6,,,,,0,0.1,1,unsolved,,
29,2,7,Johnny Weir,Britt Stewart,6,,,,,0,0.1,1,unsolved,,
29,2,8,Nev Schulman,Jenna Johnson,2,,,,,0,0.1,1,unsolved,,
29,2,9,AJ McLean,Cheryl Burke,5,,,,,0,0.1,1,unsolved,,
29,2,10,Nelly,Daniella Karagach,6,,,,,0,0.1,1,unsolved,,
29,2,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.1,1,unsolved,,
29,2,12,Carole Baskin,Pasha Pashkov,12,,,,,0,0.1,1,unsolved,,
29,2,13,Monica Aldama,Valentin Chmerkovskiy,12,,,,,0,0.1,1,unsolved,,
29,2,14,Jeannie Mai,Brandon Armstrong,6,,,,,0,0.1,1,unsolved,,
29,3,0,Anne Heche,Keo Motsepe,13,,,,,0,0.01,1,unsolved,,
29,3,1,Jesse Metcalfe,Sharna Burgess,9,,,,,0,0.01,1,unsolved,,
29,3,2,Chrishell Stause,Gleb Savchenko,4,,,,,0,0.01,1,unsolved,,
29,3,3,Skai Jackson,Alan Bersten,11,,,,,0,0.01,1,unsolved,,
29,3,4,Justina Machado,Sasha Farber,10,,,,,0,0.01,1,unsolved,,
29,3,6,Veron Davis,Peta Murgatroyd,4,,,,,0,0.01,1,unsolved,,
29,3,7,Johnny Weir,Britt Stewart,1,,,,,0,0.01,1,unsolved,,
29,3,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.01,1,unsolved,,
29,3,9,AJ McLean,Cheryl Burke,7,,,,,0,0.01,1,unsolved,,
29,3,10,Nelly,Daniella Karagach,11,,,,,0,0.01,1,unsolved,,
29,3,11,Kaitlyn Bristowe,Artem Chigvintsev,3,,,,,0,0.01,1,unsolved,,
29,3,12,Carole Baskin,Pasha Pashkov,14,,,,,1,0.01,1,unsolved,,
29,3,13,Monica Aldama,Valentin Chmerkovskiy,7,,,,,0,0.01,1,unsolved,,
29,3,14,Jeannie Mai,Brandon Armstrong,4,,,,,0,0.01,1,unsolved,,
29,3,0,Anne Heche,Keo Motsepe,13,,,,,0,0.05,1,unsolved,,
29,3,1,Jesse Metcalfe,Sharna Burgess,9,,,,,0,0.05,1,unsolved,,
29,3,2,Chrishell Stause,Gleb Savchenko,4,,,,,0,0.05,1,unsolved,,
29,3,3,Skai Jackson,Alan Bersten,11,,,,,0,0.05,1,unsolved,,
29,3,4,Justina Machado,Sasha Farber,10,,,,,0,0.05,1,unsolved,,
29,3,6,Veron Davis,Peta Murgatroyd,4,,,,,0,0.05,1,unsolved,,
29,3,7,Johnny Weir,Britt Stewart,1,,,,,0,0.05,1,unsolved,,
29,3,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.05,1,unsolved,,
29,3,9,AJ McLean,Cheryl Burke,7,,,,,0,0.05,1,unsolved,,
29,3,10,Nelly,Daniella Karagach,11,,,,,0,0.05,1,unsolved,,
29,3,11,Kaitlyn Bristowe,Artem Chigvintsev,3,,,,,0,0.05,1,unsolved,,
29,3,12,Carole Baskin,Pasha Pashkov,14,,,,,1,0.05,1,unsolved,,
29,3,13,Monica Aldama,Valentin Chmerkovskiy,7,,,,,0,0.05,1,unsolved,,
29,3,14,Jeannie Mai,Brandon Armstrong,4,,,,,0,0.05,1,unsolved,,
29,3,0,Anne Heche,Keo Motsepe,13,,,,,0,0.1,1,unsolved,,
29,3,1,Jesse Metcalfe,Sharna Burgess,9,,,,,0,0.1,1,unsolved,,
29,3,2,Chrishell Stause,Gleb Savchenko,4,,,,,0,0.1,1,unsolved,,
29,3,3,Skai Jackson,Alan Bersten,11,,,,,0,0.1,1,unsolved,,
29,3,4,Justina Machado,Sasha Farber,10,,,,,0,0.1,1,unsolved,,
29,3,6,Veron Davis,Peta Murgatroyd,4,,,,,0,0.1,1,unsolved,,
29,3,7,Johnny Weir,Britt Stewart,1,,,,,0,0.1,1,unsolved,,
29,3,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.1,1,unsolved,,
29,3,9,AJ McLean,Cheryl Burke,7,,,,,0,0.1,1,unsolved,,
29,3,10,Nelly,Daniella Karagach,11,,,,,0,0.1,1,unsolved,,
29,3,11,Kaitlyn Bristowe,Artem Chigvintsev,3,,,,,0,0.1,1,unsolved,,
29,3,12,Carole Baskin,Pasha Pashkov,14,,,,,1,0.1,1,unsolved,,
29,3,13,Monica Aldama,Valentin Chmerkovskiy,7,,,,,0,0.1,1,unsolved,,
29,3,14,Jeannie Mai,Brandon Armstrong,4,,,,,0,0.1,1,unsolved,,
29,4,0,Anne Heche,Keo Motsepe,10,,,,,1,0.01,1,unsolved,,
29,4,1,Jesse Metcalfe,Sharna Burgess,10,,,,,0,0.01,1,unsolved,,
29,4,2,Chrishell Stause,Gleb Savchenko,8,,,,,0,0.01,1,unsolved,,
29,4,3,Skai Jackson,Alan Bersten,1,,,,,0,0.01,1,unsolved,,
29,4,4,Justina Machado,Sasha Farber,3,,,,,0,0.01,1,unsolved,,
29,4,6,Veron Davis,Peta Murgatroyd,8,,,,,0,0.01,1,unsolved,,
29,4,7,Johnny Weir,Britt Stewart,3,,,,,0,0.01,1,unsolved,,
29,4,8,Nev Schulman,Jenna Johnson,3,,,,,0,0.01,1,unsolved,,
29,4,9,AJ McLean,Cheryl Burke,3,,,,,0,0.01,1,unsolved,,
29,4,10,Nelly,Daniella Karagach,10,,,,,0,0.01,1,unsolved,,
29,4,11,Kaitlyn Bristowe,Artem Chigvintsev,2,,,,,0,0.01,1,unsolved,,
29,4,13,Monica Aldama,Valentin Chmerkovskiy,3,,,,,0,0.01,1,unsolved,,
29,4,14,Jeannie Mai,Brandon Armstrong,10,,,,,0,0.01,1,unsolved,,
29,4,0,Anne Heche,Keo Motsepe,10,,,,,1,0.05,1,unsolved,,
29,4,1,Jesse Metcalfe,Sharna Burgess,10,,,,,0,0.05,1,unsolved,,
29,4,2,Chrishell Stause,Gleb Savchenko,8,,,,,0,0.05,1,unsolved,,
29,4,3,Skai Jackson,Alan Bersten,1,,,,,0,0.05,1,unsolved,,
29,4,4,Justina Machado,Sasha Farber,3,,,,,0,0.05,1,unsolved,,
29,4,6,Veron Davis,Peta Murgatroyd,8,,,,,0,0.05,1,unsolved,,
29,4,7,Johnny Weir,Britt Stewart,3,,,,,0,0.05,1,unsolved,,
29,4,8,Nev Schulman,Jenna Johnson,3,,,,,0,0.05,1,unsolved,,
29,4,9,AJ McLean,Cheryl Burke,3,,,,,0,0.05,1,unsolved,,
29,4,10,Nelly,Daniella Karagach,10,,,,,0,0.05,1,unsolved,,
29,4,11,Kaitlyn Bristowe,Artem Chigvintsev,2,,,,,0,0.05,1,unsolved,,
29,4,13,Monica Aldama,Valentin Chmerkovskiy,3,,,,,0,0.05,1,unsolved,,
29,4,14,Jeannie Mai,Brandon Armstrong,10,,,,,0,0.05,1,unsolved,,
29,4,0,Anne Heche,Keo Motsepe,10,,,,,1,0.1,1,unsolved,,
29,4,1,Jesse Metcalfe,Sharna Burgess,10,,,,,0,0.1,1,unsolved,,
29,4,2,Chrishell Stause,Gleb Savchenko,8,,,,,0,0.1,1,unsolved,,
29,4,3,Skai Jackson,Alan Bersten,1,,,,,0,0.1,1,unsolved,,
29,4,4,Justina Machado,Sasha Farber,3,,,,,0,0.1,1,unsolved,,
29,4,6,Veron Davis,Peta Murgatroyd,8,,,,,0,0.1,1,unsolved,,
29,4,7,Johnny Weir,Britt Stewart,3,,,,,0,0.1,1,unsolved,,
29,4,8,Nev Schulman,Jenna Johnson,3,,,,,0,0.1,1,unsolved,,
29,4,9,AJ McLean,Cheryl Burke,3,,,,,0,0.1,1,unsolved,,
29,4,10,Nelly,Daniella Karagach,10,,,,,0,0.1,1,unsolved,,
29,4,11,Kaitlyn Bristowe,Artem Chigvintsev,2,,,,,0,0.1,1,unsolved,,
29,4,13,Monica Aldama,Valentin Chmerkovskiy,3,,,,,0,0.1,1,unsolved,,
29,4,14,Jeannie Mai,Brandon Armstrong,10,,,,,0,0.1,1,unsolved,,
29,5,1,Jesse Metcalfe,Sharna Burgess,11,,,,,1,0.01,1,unsolved,,
29,5,2,Chrishell Stause,Gleb Savchenko,11,,,,,0,0.01,1,unsolved,,
29,5,3,Skai Jackson,Alan Bersten,5,,,,,0,0.01,1,unsolved,,
29,5,4,Justina Machado,Sasha Farber,5,,,,,0,0.01,1,unsolved,,
29,5,6,Veron Davis,Peta Murgatroyd,10,,,,,0,0.01,1,unsolved,,
29,5,7,Johnny Weir,Britt Stewart,1,,,,,0,0.01,1,unsolved,,
29,5,8,Nev Schulman,Jenna Johnson,3,,,,,0,0.01,1,unsolved,,
29,5,9,AJ McLean,Cheryl Burke,5,,,,,0,0.01,1,unsolved,,
29,5,10,Nelly,Daniella Karagach,5,,,,,0,0.01,1,unsolved,,
29,5,11,Kaitlyn Bristowe,Artem Chigvintsev,2,,,,,0,0.01,1,unsolved,,
29,5,13,Monica Aldama,Valentin Chmerkovskiy,3,,,,,0,0.01,1,unsolved,,
29,5,14,Jeannie Mai,Brandon Armstrong,5,,,,,0,0.01,1,unsolved,,
29,5,1,Jesse Metcalfe,Sharna Burgess,11,,,,,1,0.05,1,unsolved,,
29,5,2,Chrishell Stause,Gleb Savchenko,11,,,,,0,0.05,1,unsolved,,
29,5,3,Skai Jackson,Alan Bersten,5,,,,,0,0.05,1,unsolved,,
29,5,4,Justina Machado,Sasha Farber,5,,,,,0,0.05,1,unsolved,,
29,5,6,Veron Davis,Peta Murgatroyd,10,,,,,0,0.05,1,unsolved,,
29,5,7,Johnny Weir,Britt Stewart,1,,,,,0,0.05,1,unsolved,,
29,5,8,Nev Schulman,Jenna Johnson,3,,,,,0,0.05,1,unsolved,,
29,5,9,AJ McLean,Cheryl Burke,5,,,,,0,0.05,1,unsolved,,
29,5,10,Nelly,Daniella Karagach,5,,,,,0,0.05,1,unsolved,,
29,5,11,Kaitlyn Bristowe,Artem Chigvintsev,2,,,,,0,0.05,1,unsolved,,
29,5,13,Monica Aldama,Valentin Chmerkovskiy,3,,,,,0,0.05,1,unsolved,,
29,5,14,Jeannie Mai,Brandon Armstrong,5,,,,,0,0.05,1,unsolved,,
29,5,1,Jesse Metcalfe,Sharna Burgess,11,,,,,1,0.1,1,unsolved,,
29,5,2,Chrishell Stause,Gleb Savchenko,11,,,,,0,0.1,1,unsolved,,
29,5,3,Skai Jackson,Alan Bersten,5,,,,,0,0.1,1,unsolved,,
29,5,4,Justina Machado,Sasha Farber,5,,,,,0,0.1,1,unsolved,,
29,5,6,Veron Davis,Peta Murgatroyd,10,,,,,0,0.1,1,unsolved,,
29,5,7,Johnny Weir,Britt Stewart,1,,,,,0,0.1,1,unsolved,,
29,5,8,Nev Schulman,Jenna Johnson,3,,,,,0,0.1,1,unsolved,,
29,5,9,AJ McLean,Cheryl Burke,5,,,,,0,0.1,1,unsolved,,
29,5,10,Nelly,Daniella Karagach,5,,,,,0,0.1,1,unsolved,,
29,5,11,Kaitlyn Bristowe,Artem Chigvintsev,2,,,,,0,0.1,1,unsolved,,
29,5,13,Monica Aldama,Valentin Chmerkovskiy,3,,,,,0,0.1,1,unsolved,,
29,5,14,Jeannie Mai,Brandon Armstrong,5,,,,,0,0.1,1,unsolved,,
29,6,2,Chrishell Stause,Gleb Savchenko,7,,,,,0,0.01,1,unsolved,,
29,6,3,Skai Jackson,Alan Bersten,11,,,,,0,0.01,1,unsolved,,
29,6,4,Justina Machado,Sasha Farber,1,,,,,0,0.01,1,unsolved,,
29,6,6,Veron Davis,Peta Murgatroyd,10,,,,,1,0.01,1,unsolved,,
29,6,7,Johnny Weir,Britt Stewart,9,,,,,0,0.01,1,unsolved,,
29,6,8,Nev Schulman,Jenna Johnson,5,,,,,0,0.01,1,unsolved,,
29,6,9,AJ McLean,Cheryl Burke,1,,,,,0,0.01,1,unsolved,,
29,6,10,Nelly,Daniella Karagach,7,,,,,0,0.01,1,unsolved,,
29,6,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.01,1,unsolved,,
29,6,13,Monica Aldama,Valentin Chmerkovskiy,1,,,,,0,0.01,1,unsolved,,
29,6,14,Jeannie Mai,Brandon Armstrong,6,,,,,0,0.01,1,unsolved,,
29,6,2,Chrishell Stause,Gleb Savchenko,7,,,,,0,0.05,1,unsolved,,
29,6,3,Skai Jackson,Alan Bersten,11,,,,,0,0.05,1,unsolved,,
29,6,4,Justina Machado,Sasha Farber,1,,,,,0,0.05,1,unsolved,,
29,6,6,Veron Davis,Peta Murgatroyd,10,,,,,1,0.05,1,unsolved,,
29,6,7,Johnny Weir,Britt Stewart,9,,,,,0,0.05,1,unsolved,,
29,6,8,Nev Schulman,Jenna Johnson,5,,,,,0,0.05,1,unsolved,,
29,6,9,AJ McLean,Cheryl Burke,1,,,,,0,0.05,1,unsolved,,
29,6,10,Nelly,Daniella Karagach,7,,,,,0,0.05,1,unsolved,,
29,6,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.05,1,unsolved,,
29,6,13,Monica Aldama,Valentin Chmerkovskiy,1,,,,,0,0.05,1,unsolved,,
29,6,14,Jeannie Mai,Brandon Armstrong,6,,,,,0,0.05,1,unsolved,,
29,6,2,Chrishell Stause,Gleb Savchenko,7,,,,,0,0.1,1,unsolved,,
29,6,3,Skai Jackson,Alan Bersten,11,,,,,0,0.1,1,unsolved,,
29,6,4,Justina Machado,Sasha Farber,1,,,,,0,0.1,1,unsolved,,
29,6,6,Veron Davis,Peta Murgatroyd,10,,,,,1,0.1,1,unsolved,,
29,6,7,Johnny Weir,Britt Stewart,9,,,,,0,0.1,1,unsolved,,
29,6,8,Nev Schulman,Jenna Johnson,5,,,,,0,0.1,1,unsolved,,
29,6,9,AJ McLean,Cheryl Burke,1,,,,,0,0.1,1,unsolved,,
29,6,10,Nelly,Daniella Karagach,7,,,,,0,0.1,1,unsolved,,
29,6,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.1,1,unsolved,,
29,6,13,Monica Aldama,Valentin Chmerkovskiy,1,,,,,0,0.1,1,unsolved,,
29,6,14,Jeannie Mai,Brandon Armstrong,6,,,,,0,0.1,1,unsolved,,
29,7,2,Chrishell Stause,Gleb Savchenko,5,,,,,0,0.01,1,unsolved,,
29,7,3,Skai Jackson,Alan Bersten,2,,,,,0,0.01,1,unsolved,,
29,7,4,Justina Machado,Sasha Farber,5,,,,,0,0.01,1,unsolved,,
29,7,7,Johnny Weir,Britt Stewart,2,,,,,0,0.01,1,unsolved,,
29,7,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.01,1,unsolved,,
29,7,9,AJ McLean,Cheryl Burke,5,,,,,0,0.01,1,unsolved,,
29,7,10,Nelly,Daniella Karagach,2,,,,,0,0.01,1,unsolved,,
29,7,11,Kaitlyn Bristowe,Artem Chigvintsev,9,,,,,0,0.01,1,unsolved,,
29,7,13,Monica Aldama,Valentin Chmerkovskiy,10,,,,,1,0.01,1,unsolved,,
29,7,14,Jeannie Mai,Brandon Armstrong,8,,,,,0,0.01,1,unsolved,,
29,7,2,Chrishell Stause,Gleb Savchenko,5,,,,,0,0.05,1,unsolved,,
29,7,3,Skai Jackson,Alan Bersten,2,,,,,0,0.05,1,unsolved,,
29,7,4,Justina Machado,Sasha Farber,5,,,,,0,0.05,1,unsolved,,
29,7,7,Johnny Weir,Britt Stewart,2,,,,,0,0.05,1,unsolved,,
29,7,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.05,1,unsolved,,
29,7,9,AJ McLean,Cheryl Burke,5,,,,,0,0.05,1,unsolved,,
29,7,10,Nelly,Daniella Karagach,2,,,,,0,0.05,1,unsolved,,
29,7,11,Kaitlyn Bristowe,Artem Chigvintsev,9,,,,,0,0.05,1,unsolved,,
29,7,13,Monica Aldama,Valentin Chmerkovskiy,10,,,,,1,0.05,1,unsolved,,
29,7,14,Jeannie Mai,Brandon Armstrong,8,,,,,0,0.05,1,unsolved,,
29,7,2,Chrishell Stause,Gleb Savchenko,5,,,,,0,0.1,1,unsolved,,
29,7,3,Skai Jackson,Alan Bersten,2,,,,,0,0.1,1,unsolved,,
29,7,4,Justina Machado,Sasha Farber,5,,,,,0,0.1,1,unsolved,,
29,7,7,Johnny Weir,Britt Stewart,2,,,,,0,0.1,1,unsolved,,
29,7,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.1,1,unsolved,,
29,7,9,AJ McLean,Cheryl Burke,5,,,,,0,0.1,1,unsolved,,
29,7,10,Nelly,Daniella Karagach,2,,,,,0,0.1,1,unsolved,,
29,7,11,Kaitlyn Bristowe,Artem Chigvintsev,9,,,,,0,0.1,1,unsolved,,
29,7,13,Monica Aldama,Valentin Chmerkovskiy,10,,,,,1,0.1,1,unsolved,,
29,7,14,Jeannie Mai,Brandon Armstrong,8,,,,,0,0.1,1,unsolved,,
29,8,2,Chrishell Stause,Gleb Savchenko,5,,,,,1,0.01,1,unsolved,,
29,8,3,Skai Jackson,Alan Bersten,7,,,,,0,0.01,1,unsolved,,
29,8,4,Justina Machado,Sasha Farber,3,,,,,0,0.01,1,unsolved,,
29,8,7,Johnny Weir,Britt Stewart,1,,,,,0,0.01,1,unsolved,,
29,8,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.01,1,unsolved,,
29,8,9,AJ McLean,Cheryl Burke,5,,,,,0,0.01,1,unsolved,,
29,8,10,Nelly,Daniella Karagach,8,,,,,0,0.01,1,unsolved,,
29,8,11,Kaitlyn Bristowe,Artem Chigvintsev,4,,,,,0,0.01,1,unsolved,,
29,8,2,Chrishell Stause,Gleb Savchenko,5,,,,,1,0.05,1,unsolved,,
29,8,3,Skai Jackson,Alan Bersten,7,,,,,0,0.05,1,unsolved,,
29,8,4,Justina Machado,Sasha Farber,3,,,,,0,0.05,1,unsolved,,
29,8,7,Johnny Weir,Britt Stewart,1,,,,,0,0.05,1,unsolved,,
29,8,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.05,1,unsolved,,
29,8,9,AJ McLean,Cheryl Burke,5,,,,,0,0.05,1,unsolved,,
29,8,10,Nelly,Daniella Karagach,8,,,,,0,0.05,1,unsolved,,
29,8,11,Kaitlyn Bristowe,Artem Chigvintsev,4,,,,,0,0.05,1,unsolved,,
29,8,2,Chrishell Stause,Gleb Savchenko,5,,,,,1,0.1,1,unsolved,,
29,8,3,Skai Jackson,Alan Bersten,7,,,,,0,0.1,1,unsolved,,
29,8,4,Justina Machado,Sasha Farber,3,,,,,0,0.1,1,unsolved,,
29,8,7,Johnny Weir,Britt Stewart,1,,,,,0,0.1,1,unsolved,,
29,8,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.1,1,unsolved,,
29,8,9,AJ McLean,Cheryl Burke,5,,,,,0,0.1,1,unsolved,,
29,8,10,Nelly,Daniella Karagach,8,,,,,0,0.1,1,unsolved,,
29,8,11,Kaitlyn Bristowe,Artem Chigvintsev,4,,,,,0,0.1,1,unsolved,,
29,9,3,Skai Jackson,Alan Bersten,3,,,,,0,0.01,1,unsolved,,
29,9,4,Justina Machado,Sasha Farber,5,,,,,0,0.01,1,unsolved,,
29,9,7,Johnny Weir,Britt Stewart,1,,,,,0,0.01,1,unsolved,,
29,9,8,Nev Schulman,Jenna Johnson,3,,,,,0,0.01,1,unsolved,,
29,9,9,AJ McLean,Cheryl Burke,6,,,,,1,0.01,1,unsolved,,
29,9,10,Nelly,Daniella Karagach,7,,,,,0,0.01,1,unsolved,,
29,9,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.01,1,unsolved,,
29,9,3,Skai Jackson,Alan Bersten,3,,,,,0,0.05,1,unsolved,,
29,9,4,Justina Machado,Sasha Farber,5,,,,,0,0.05,1,unsolved,,
29,9,7,Johnny Weir,Britt Stewart,1,,,,,0,0.05,1,unsolved,,
29,9,8,Nev Schulman,Jenna Johnson,3,,,,,0,0.05,1,unsolved,,
29,9,9,AJ McLean,Cheryl Burke,6,,,,,1,0.05,1,unsolved,,
29,9,10,Nelly,Daniella Karagach,7,,,,,0,0.05,1,unsolved,,
29,9,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.05,1,unsolved,,
29,9,3,Skai Jackson,Alan Bersten,3,,,,,0,0.1,1,unsolved,,
29,9,4,Justina Machado,Sasha Farber,5,,,,,0,0.1,1,unsolved,,
29,9,7,Johnny Weir,Britt Stewart,1,,,,,0,0.1,1,unsolved,,
29,9,8,Nev Schulman,Jenna Johnson,3,,,,,0,0.1,1,unsolved,,
29,9,9,AJ McLean,Cheryl Burke,6,,,,,1,0.1,1,unsolved,,
29,9,10,Nelly,Daniella Karagach,7,,,,,0,0.1,1,unsolved,,
29,9,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.1,1,unsolved,,
29,10,3,Skai Jackson,Alan Bersten,4,,,,,1,0.01,2,unsolved,,
29,10,4,Justina Machado,Sasha Farber,3,,,,,0,0.01,2,unsolved,,
29,10,7,Johnny Weir,Britt Stewart,4,,,,,1,0.01,2,unsolved,,
29,10,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.01,2,unsolved,,
29,10,10,Nelly,Daniella Karagach,6,,,,,0,0.01,2,unsolved,,
29,10,11,Kaitlyn Bristowe,Artem Chigvintsev,1,,,,,0,0.01,2,unsolved,,
29,10,3,Skai Jackson,Alan Bersten,4,,,,,1,0.05,2,unsolved,,
29,10,4,Justina Machado,Sasha Farber,3,,,,,0,0.05,2,unsolved,,
29,10,7,Johnny Weir,Britt Stewart,4,,,,,1,0.05,2,unsolved,,
29,10,8,Nev Schulman,Jenna Johnson,1,,,,,0,0.05,2,unsolved,,
