season,week,contestant_id,celebrity_name,ballroom_partner,judge_rank,fan_rank_min,fan_rank_max,combined_rank_min,combined_rank_max,actual_eliminated,epsilon,k_actual,status,worse_definite,worse_possible
29,7,7,Johnny Weir,Britt Stewart,2,1,3,3,5,0,0.3,1,always_safe,6.0,8.0
29,7,8,Nev Schulman,Jenna Johnson,1,1,2,2,3,0,0.3,1,always_safe,8.0,9.0
29,7,9,AJ McLean,Cheryl Burke,5,5,7,10,12,0,0.3,1,always_safe,3.0,5.0
29,7,10,Nelly,Daniella Karagach,2,2,4,4,6,0,0.3,1,always_safe,6.0,8.0
29,7,11,Kaitlyn Bristowe,Artem Chigvintsev,9,8,10,17,19,0,0.3,1,uncertain,0.0,1.0
29,7,13,Monica Aldama,Valentin Chmerkovskiy,10,9,11,19,21,1,0.3,1,always_eliminated,0.0,0.0
29,7,14,Jeannie Mai,Brandon Armstrong,8,7,9,15,17,0,0.3,1,always_safe,1.0,2.0
29,7,2,Chrishell Stause,Gleb Savchenko,5,6,8,11,13,0,0.5,1,always_safe,3.0,4.0
29,7,3,Skai Jackson,Alan Bersten,2,3,5,5,7,0,0.5,1,always_safe,6.0,7.0
29,7,4,Justina Machado,Sasha Farber,5,4,6,9,11,0,0.5,1,always_safe,3.0,5.0
29,7,7,Johnny Weir,Britt Stewart,2,1,3,3,5,0,0.5,1,always_safe,6.0,8.0
29,7,8,Nev Schulman,Jenna Johnson,1,1,2,2,3,0,0.5,1,always_safe,8.0,9.0
29,7,9,AJ McLean,Cheryl Burke,5,5,7,10,12,0,0.5,1,always_safe,3.0,5.0
29,7,10,Nelly,Daniella Karagach,2,2,4,4,6,0,0.5,1,always_safe,6.0,8.0
29,7,11,Kaitlyn Bristowe,Artem Chigvintsev,9,8,10,17,19,0,0.5,1,uncertain,0.0,1.0
29,7,13,Monica Aldama,Valentin Chmerkovskiy,10,9,11,19,21,1,0.5,1,always_eliminated,0.0,0.0
29,7,14,Jeannie Mai,Brandon Armstrong,8,7,9,15,17,0,0.5,1,always_safe,1.0,2.0
29,8,2,Chrishell Stause,Gleb Savchenko,5,7,9,12,14,1,0.15,1,uncertain,0.0,2.0
29,8,3,Skai Jackson,Alan Bersten,7,5,7,12,14,0,0.15,1,uncertain,0.0,2.0
29,8,4,Justina Machado,Sasha Farber,3,2,4,5,7,0,0.15,1,always_safe,4.0,5.0
29,8,7,Johnny Weir,Britt Stewart,1,1,3,2,4,0,0.15,1,always_safe,6.0,7.0
29,8,8,Nev Schulman,Jenna Johnson,1,1,2,2,3,0,0.15,1,always_safe,6.0,7.0
29,8,9,AJ McLean,Cheryl Burke,5,4,6,9,11,0,0.15,1,always_safe,3.0,3.0
29,8,10,Nelly,Daniella Karagach,8,6,8,14,16,0,0.15,1,always_eliminated,0.0,0.0
29,8,11,Kaitlyn Bristowe,Artem Chigvintsev,4,3,5,7,9,0,0.15,1,always_safe,3.0,4.0
29,8,2,Chrishell Stause,Gleb Savchenko,5,7,9,12,14,1,0.2,1,uncertain,0.0,2.0
29,8,3,Skai Jackson,Alan Bersten,7,5,7,12,14,0,0.2,1,uncertain,0.0,2.0
29,8,4,Justina Machado,Sasha Farber,3,2,4,5,7,0,0.2,1,always_safe,4.0,5.0
29,8,7,Johnny Weir,Britt Stewart,1,1,3,2,4,0,0.2,1,always_safe,6.0,7.0
29,8,8,Nev Schulman,Jenna Johnson,1,1,2,2,3,0,0.2,1,always_safe,6.0,7.0
29,8,9,AJ McLean,Cheryl Burke,5,4,6,9,11,0,0.2,1,always_safe,3.0,3.0
29,8,10,Nelly,Daniella Karagach,8,6,8,14,16,0,0.2,1,always_eliminated,0.0,0.0
29,8,11,Kaitlyn Bristowe,Artem Chigvintsev,4,3,5,7,9,0,0.2,1,always_safe,3.0,4.0
29,8,2,Chrishell Stause,Gleb Savchenko,5,7,9,12,14,1,0.3,1,uncertain,0.0,2.0
29,8,3,Skai Jackson,Alan Bersten,7,5,7,12,14,0,0.3,1,uncertain,0.0,2.0
29,8,4,Justina Machado,Sasha Farber,3,2,4,5,7,0,0.3,1,always_safe,4.0,5.0
29,8,7,Johnny Weir,Britt Stewart,1,1,3,2,4,0,0.3,1,always_safe,6.0,7.0
29,8,8,Nev Schulman,Jenna Johnson,1,1,2,2,3,0,0.3,1,always_safe,6.0,7.0
29,8,9,AJ McLean,Cheryl Burke,5,4,6,9,11,0,0.3,1,always_safe,3.0,3.0
29,8,10,Nelly,Daniella Karagach,8,6,8,14,16,0,0.3,1,always_eliminated,0.0,0.0
29,8,11,Kaitlyn Bristowe,Artem Chigvintsev,4,3,5,7,9,0,0.3,1,always_safe,3.0,4.0
29,8,2,Chrishell Stause,Gleb Savchenko,5,7,9,12,14,1,0.5,1,uncertain,0.0,2.0
29,8,3,Skai Jackson,Alan Bersten,7,5,7,12,14,0,0.5,1,uncertain,0.0,2.0
29,8,4,Justina Machado,Sasha Farber,3,2,4,5,7,0,0.5,1,always_safe,4.0,5.0
29,8,7,Johnny Weir,Britt Stewart,1,1,3,2,4,0,0.5,1,always_safe,6.0,7.0
29,8,8,Nev Schulman,Jenna Johnson,1,1,2,2,3,0,0.5,1,always_safe,6.0,7.0
29,8,9,AJ McLean,Cheryl Burke,5,4,6,9,11,0,0.5,1,always_safe,3.0,3.0
29,8,10,Nelly,Daniella Karagach,8,6,8,14,16,0,0.5,1,always_eliminated,0.0,0.0
29,8,11,Kaitlyn Bristowe,Artem Chigvintsev,4,3,5,7,9,0,0.5,1,always_safe,3.0,4.0
29,9,3,Skai Jackson,Alan Bersten,3,3,5,6,8,0,0.15,1,always_safe,3.0,4.0
29,9,4,Justina Machado,Sasha Farber,5,4,6,9,11,0,0.15,1,always_safe,2.0,2.0
29,9,7,Johnny Weir,Britt Stewart,1,1,3,2,4,0,0.15,1,always_safe,5.0,6.0
29,9,8,Nev Schulman,Jenna Johnson,3,2,4,5,7,0,0.15,1,always_safe,3.0,4.0
29,9,9,AJ McLean,Cheryl Burke,6,6,8,12,14,1,0.15,1,uncertain,0.0,1.0
29,9,10,Nelly,Daniella Karagach,7,5,7,12,14,0,0.15,1,uncertain,0.0,1.0
29,9,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,2,2,3,0,0.15,1,always_safe,5.0,6.0
29,9,3,Skai Jackson,Alan Bersten,3,3,5,6,8,0,0.2,1,always_safe,3.0,4.0
29,9,4,Justina Machado,Sasha Farber,5,4,6,9,11,0,0.2,1,always_safe,2.0,2.0
29,9,7,Johnny Weir,Britt Stewart,1,1,3,2,4,0,0.2,1,always_safe,5.0,6.0
29,9,8,Nev Schulman,Jenna Johnson,3,2,4,5,7,0,0.2,1,always_safe,3.0,4.0
29,9,9,AJ McLean,Cheryl Burke,6,6,8,12,14,1,0.2,1,uncertain,0.0,1.0
29,9,10,Nelly,Daniella Karagach,7,5,7,12,14,0,0.2,1,uncertain,0.0,1.0
29,9,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,2,2,3,0,0.2,1,always_safe,5.0,6.0
29,9,3,Skai Jackson,Alan Bersten,3,3,5,6,8,0,0.3,1,always_safe,3.0,4.0
29,9,4,Justina Machado,Sasha Farber,5,4,6,9,11,0,0.3,1,always_safe,2.0,2.0
29,9,7,Johnny Weir,Britt Stewart,1,1,3,2,4,0,0.3,1,always_safe,5.0,6.0
29,9,8,Nev Schulman,Jenna Johnson,3,2,4,5,7,0,0.3,1,always_safe,3.0,4.0
29,9,9,AJ McLean,Cheryl Burke,6,6,8,12,14,1,0.3,1,uncertain,0.0,1.0
29,9,10,Nelly,Daniella Karagach,7,5,7,12,14,0,0.3,1,uncertain,0.0,1.0
29,9,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,2,2,3,0,0.3,1,always_safe,5.0,6.0
29,9,3,Skai Jackson,Alan Bersten,3,3,5,6,8,0,0.5,1,always_safe,3.0,4.0
29,9,4,Justina Machado,Sasha Farber,5,4,6,9,11,0,0.5,1,always_safe,2.0,2.0
29,9,7,Johnny Weir,Britt Stewart,1,1,3,2,4,0,0.5,1,always_safe,5.0,6.0
29,9,8,Nev Schulman,Jenna Johnson,3,2,4,5,7,0,0.5,1,always_safe,3.0,4.0
29,9,9,AJ McLean,Cheryl Burke,6,6,8,12,14,1,0.5,1,uncertain,0.0,1.0
29,9,10,Nelly,Daniella Karagach,7,5,7,12,14,0,0.5,1,uncertain,0.0,1.0
29,9,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,2,2,3,0,0.5,1,always_safe,5.0,6.0
29,10,3,Skai Jackson,Alan Bersten,4,5,7,9,11,1,0.15,2,uncertain,0.0,2.0
29,10,4,Justina Machado,Sasha Farber,3,2,4,5,7,0,0.15,2,always_safe,3.0,3.0
29,10,7,Johnny Weir,Britt Stewart,4,4,6,8,10,1,0.15,2,uncertain,0.0,2.0
29,10,8,Nev Schulman,Jenna Johnson,1,1,3,2,4,0,0.15,2,always_safe,4.0,5.0
29,10,10,Nelly,Daniella Karagach,6,3,5,9,11,0,0.15,2,uncertain,0.0,2.0
29,10,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,2,2,3,0,0.15,2,always_safe,4.0,5.0
29,10,3,Skai Jackson,Alan Bersten,4,5,7,9,11,1,0.2,2,uncertain,0.0,2.0
29,10,4,Justina Machado,Sasha Farber,3,2,4,5,7,0,0.2,2,always_safe,3.0,3.0
29,10,7,Johnny Weir,Britt Stewart,4,4,6,8,10,1,0.2,2,uncertain,0.0,2.0
29,10,8,Nev Schulman,Jenna Johnson,1,1,3,2,4,0,0.2,2,always_safe,4.0,5.0
29,10,10,Nelly,Daniella Karagach,6,3,5,9,11,0,0.2,2,uncertain,0.0,2.0
29,10,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,2,2,3,0,0.2,2,always_safe,4.0,5.0
29,10,3,Skai Jackson,Alan Bersten,4,5,7,9,11,1,0.3,2,uncertain,0.0,2.0
29,10,4,Justina Machado,Sasha Farber,3,2,4,5,7,0,0.3,2,always_safe,3.0,3.0
29,10,7,Johnny Weir,Britt Stewart,4,4,6,8,10,1,0.3,2,uncertain,0.0,2.0
29,10,8,Nev Schulman,Jenna Johnson,1,1,3,2,4,0,0.3,2,always_safe,4.0,5.0
29,10,10,Nelly,Daniella Karagach,6,3,5,9,11,0,0.3,2,uncertain,0.0,2.0
29,10,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,2,2,3,0,0.3,2,always_safe,4.0,5.0
29,10,3,Skai Jackson,Alan Bersten,4,5,7,9,11,1,0.5,2,uncertain,0.0,2.0
29,10,4,Justina Machado,Sasha Farber,3,2,4,5,7,0,0.5,2,always_safe,3.0,3.0
29,10,7,Johnny Weir,Britt Stewart,4,4,6,8,10,1,0.5,2,uncertain,0.0,2.0
29,10,8,Nev Schulman,Jenna Johnson,1,1,3,2,4,0,0.5,2,always_safe,4.0,5.0
29,10,10,Nelly,Daniella Karagach,6,3,5,9,11,0,0.5,2,uncertain,0.0,2.0
29,10,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,2,2,3,0,0.5,2,always_safe,4.0,5.0
29,11,4,Justina Machado,Sasha Farber,1,2,4,3,5,0,0.15,0,no_elimination,,
29,11,8,Nev Schulman,Jenna Johnson,1,1,3,2,4,0,0.15,0,no_elimination,,
29,11,10,Nelly,Daniella Karagach,4,3,5,7,9,0,0.15,0,no_elimination,,
29,11,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,2,2,3,0,0.15,0,no_elimination,,
29,11,4,Justina Machado,Sasha Farber,1,2,4,3,5,0,0.2,0,no_elimination,,
29,11,8,Nev Schulman,Jenna Johnson,1,1,3,2,4,0,0.2,0,no_elimination,,
29,11,10,Nelly,Daniella Karagach,4,3,5,7,9,0,0.2,0,no_elimination,,
29,11,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,2,2,3,0,0.2,0,no_elimination,,
29,11,4,Justina Machado,Sasha Farber,1,2,4,3,5,0,0.3,0,no_elimination,,
29,11,8,Nev Schulman,Jenna Johnson,1,1,3,2,4,0,0.3,0,no_elimination,,
29,11,10,Nelly,Daniella Karagach,4,3,5,7,9,0,0.3,0,no_elimination,,
29,11,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,2,2,3,0,0.3,0,no_elimination,,
29,11,4,Justina Machado,Sasha Farber,1,2,4,3,5,0,0.5,0,no_elimination,,
29,11,8,Nev Schulman,Jenna Johnson,1,1,3,2,4,0,0.5,0,no_elimination,,
29,11,10,Nelly,Daniella Karagach,4,3,5,7,9,0,0.5,0,no_elimination,,
29,11,11,Kaitlyn Bristowe,Artem Chigvintsev,1,1,2,2,3,0,0.5,0,no_elimination,,
30,1,0,Martin Kove,Britt Stewart,15,14,16,29,31,0,0.5,0,no_elimination,,
30,1,1,Brian Austin Green,Sharna Burgess,9,10,12,19,21,0,0.5,0,no_elimination,,
30,1,2,Melora Hardin,Artem Chigvintsev,5,4,6,9,11,0,0.5,0,no_elimination,,
30,1,3,Matt James,Lindsay Arnold,9,11,13,20,22,0,0.5,0,no_elimination,,
30,1,4,"Mike ""The Miz"" Mizanin",Witney Carson,9,8,10,17,19,0,0.5,0,no_elimination,,
30,1,5,Suni Lee,Sasha Farber,2,2,4,4,6,0,0.5,0,no_elimination,,
30,1,6,Iman Shumpert,Daniella Karagach,14,13,15,27,29,0,0.5,0,no_elimination,,
30,1,7,Cody Rigsby,Cheryl Burke,9,9,11,18,20,0,0.5,0,no_elimination,,
30,1,8,Melanie C,Gleb Savchenko,4,3,5,7,9,0,0.5,0,no_elimination,,
30,1,9,Jimmie Allen,Emma Slater,13,12,14,25,27,0,0.5,0,no_elimination,,
30,1,10,Olivia Jade,Valentin Chmerkovskiy,7,6,8,13,15,0,0.5,0,no_elimination,,
30,1,11,JoJo Siwa,Jenna Johnson,1,1,2,2,3,0,0.5,0,no_elimination,,
30,1,12,Christine Chiu,Pasha Pashkov,7,7,9,14,16,0,0.5,0,no_elimination,,
30,1,13,Kenya Moore,Brandon Armstrong,5,5,7,10,12,0,0.5,0,no_elimination,,
30,1,14,Amanda Kloots,Alan Bersten,2,1,3,3,5,0,0.5,0,no_elimination,,
30,2,0,Martin Kove,Britt Stewart,15,14,16,29,31,1,0.5,1,always_eliminated,0.0,0.0
30,2,1,Brian Austin Green,Sharna Burgess,13,12,14,25,27,0,0.5,1,always_safe,1.0,2.0
30,2,2,Melora Hardin,Artem Chigvintsev,5,4,6,9,11,0,0.5,1,always_safe,8.0,10.0
30,2,3,Matt James,Lindsay Arnold,14,13,15,27,29,0,0.5,1,uncertain,0.0,1.0
30,2,4,"Mike ""The Miz"" Mizanin",Witney Carson,8,7,9,15,17,0,0.5,1,always_safe,6.0,7.0
30,2,5,Suni Lee,Sasha Farber,4,3,5,7,9,0,0.5,1,always_safe,10.0,11.0
30,2,6,Iman Shumpert,Daniella Karagach,9,8,10,17,19,0,0.5,1,always_safe,5.0,6.0
30,2,7,Cody Rigsby,Cheryl Burke,10,11,13,21,23,0,0.5,1,always_safe,3.0,4.0
30,2,8,Melanie C,Gleb Savchenko,3,2,4,5,7,0,0.5,1,always_safe,11.0,12.0
30,2,9,Jimmie Allen,Emma Slater,5,6,8,11,13,0,0.5,1,always_safe,8.0,9.0
30,2,10,Olivia Jade,Valentin Chmerkovskiy,5,5,7,10,12,0,0.5,1,always_safe,8.0,10.0
30,2,11,JoJo Siwa,Jenna Johnson,2,1,3,3,5,0,0.5,1,always_safe,12.0,13.0
30,2,12,Christine Chiu,Pasha Pashkov,10,10,12,20,22,0,0.5,1,always_safe,3.0,5.0
30,2,13,Kenya Moore,Brandon Armstrong,10,9,11,19,21,0,0.5,1,always_safe,3.0,5.0
30,2,14,Amanda Kloots,Alan Bersten,1,1,2,2,3,0,0.5,1,always_safe,13.0,14.0
30,3,1,Brian Austin Green,Sharna Burgess,12,12,14,24,26,0,0.5,1,always_safe,1.0,1.0
30,3,2,Melora Hardin,Artem Chigvintsev,4,3,5,7,9,0,0.5,1,always_safe,9.0,10.0
30,3,3,Matt James,Lindsay Arnold,10,9,11,19,21,0,0.5,1,always_safe,3.0,5.0
30,3,4,"Mike ""The Miz"" Mizanin",Witney Carson,5,5,7,10,12,0,0.5,1,always_safe,8.0,9.0
30,3,5,Suni Lee,Sasha Farber,7,6,8,13,15,0,0.5,1,always_safe,6.0,7.0
30,3,6,Iman Shumpert,Daniella Karagach,12,10,12,22,24,0,0.5,1,always_safe,1.0,2.0
30,3,7,Cody Rigsby,Cheryl Burke,14,13,15,27,29,0,0.5,1,always_eliminated,0.0,0.0
30,3,8,Melanie C,Gleb Savchenko,5,4,6,9,11,0,0.5,1,always_safe,8.0,9.0
30,3,9,Jimmie Allen,Emma Slater,10,8,10,18,20,0,0.5,1,always_safe,3.0,5.0
30,3,10,Olivia Jade,Valentin Chmerkovskiy,1,2,4,3,5,0,0.5,1,always_safe,11.0,12.0
30,3,11,JoJo Siwa,Jenna Johnson,1,1,2,2,3,0,0.5,1,always_safe,11.0,13.0
30,3,12,Christine Chiu,Pasha Pashkov,7,11,13,18,20,1,0.5,1,always_safe,3.0,5.0
30,3,13,Kenya Moore,Brandon Armstrong,7,7,9,14,16,0,0.5,1,always_safe,6.0,7.0
30,3,14,Amanda Kloots,Alan Bersten,1,1,3,2,4,0,0.5,1,always_safe,11.0,13.0
30,4,1,Brian Austin Green,Sharna Burgess,13,12,14,25,27,1,0.5,2,always_eliminated,0.0,0.0
30,4,2,Melora Hardin,Artem Chigvintsev,1,1,2,2,3,0,0.5,2,always_safe,11.0,12.0
30,4,3,Matt James,Lindsay Arnold,12,11,13,23,25,1,0.5,2,always_eliminated,0.0,1.0
30,4,4,"Mike ""The Miz"" Mizanin",Witney Carson,7,6,8,13,15,0,0.5,2,always_safe,5.0,6.0
30,4,5,Suni Lee,Sasha Farber,4,4,6,8,10,0,0.5,2,always_safe,8.0,9.0
30,4,6,Iman Shumpert,Daniella Karagach,9,8,10,17,19,0,0.5,2,always_safe,3.0,4.0
30,4,7,Cody Rigsby,Cheryl Burke,11,10,12,21,23,0,0.5,2,uncertain,1.0,2.0
30,4,8,Melanie C,Gleb Savchenko,6,5,7,11,13,0,0.5,2,always_safe,6.0,7.0
30,4,9,Jimmie Allen,Emma Slater,7,7,9,14,16,0,0.5,2,always_safe,5.0,6.0
30,4,10,Olivia Jade,Valentin Chmerkovskiy,2,2,4,4,6,0,0.5,2,always_safe,10.0,11.0
30,4,11,JoJo Siwa,Jenna Johnson,2,1,3,3,5,0,0.5,2,always_safe,10.0,11.0
30,4,13,Kenya Moore,Brandon Armstrong,10,9,11,19,21,0,0.5,2,always_safe,2.0,3.0
30,4,14,Amanda Kloots,Alan Bersten,4,3,5,7,9,0,0.5,2,always_safe,8.0,9.0
30,5,2,Melora Hardin,Artem Chigvintsev,3,3,5,6,8,0,0.5,1,always_safe,5.0,8.0
30,5,4,"Mike ""The Miz"" Mizanin",Witney Carson,9,8,10,17,19,0,0.5,1,always_safe,1.0,2.0
30,5,5,Suni Lee,Sasha Farber,3,4,6,7,9,0,0.5,1,always_safe,5.0,7.0
30,5,6,Iman Shumpert,Daniella Karagach,11,10,12,21,23,0,0.5,1,always_eliminated,0.0,0.0
30,5,7,Cody Rigsby,Cheryl Burke,9,9,11,18,20,0,0.5,1,always_safe,1.0,2.0
30,5,8,Melanie C,Gleb Savchenko,3,7,9,10,12,1,0.5,1,always_safe,4.0,4.0
30,5,9,Jimmie Allen,Emma Slater,8,6,8,14,16,0,0.5,1,always_safe,3.0,3.0
30,5,10,Olivia Jade,Valentin Chmerkovskiy,3,2,4,5,7,0,0.5,1,always_safe,6.0,8.0
30,5,11,JoJo Siwa,Jenna Johnson,1,1,2,2,3,0,0.5,1,always_safe,9.0,10.0
30,5,13,Kenya Moore,Brandon Armstrong,3,5,7,8,10,0,0.5,1,always_safe,4.0,6.0
30,5,14,Amanda Kloots,Alan Bersten,2,1,3,3,5,0,0.5,1,always_safe,8.0,9.0
30,6,2,Melora Hardin,Artem Chigvintsev,8,7,9,15,17,0,0.5,1,always_safe,1.0,2.0
30,6,4,"Mike ""The Miz"" Mizanin",Witney Carson,8,8,10,16,18,0,0.5,1,always_safe,1.0,2.0
30,6,5,Suni Lee,Sasha Farber,5,5,7,10,12,0,0.5,1,always_safe,3.0,5.0
30,6,6,Iman Shumpert,Daniella Karagach,1,1,3,2,4,0,0.5,1,always_safe,8.0,9.0
30,6,7,Cody Rigsby,Cheryl Burke,5,6,8,11,13,0,0.5,1,always_safe,3.0,4.0
30,6,9,Jimmie Allen,Emma Slater,3,3,5,6,8,0,0.5,1,always_safe,6.0,7.0
30,6,10,Olivia Jade,Valentin Chmerkovskiy,5,4,6,9,11,0,0.5,1,always_safe,3.0,5.0
30,6,11,JoJo Siwa,Jenna Johnson,1,1,2,2,3,0,0.5,1,always_safe,8.0,9.0
30,6,13,Kenya Moore,Brandon Armstrong,10,9,11,19,21,1,0.5,1,always_eliminated,0.0,0.0
30,6,14,Amanda Kloots,Alan Bersten,3,2,4,5,7,0,0.5,1,always_safe,6.0,7.0
30,7,2,Melora Hardin,Artem Chigvintsev,3,2,4,5,7,0,0.5,1,always_safe,5.0,6.0
30,7,4,"Mike ""The Miz"" Mizanin",Witney Carson,9,8,10,17,19,1,0.5,1,always_eliminated,0.0,0.0
30,7,5,Suni Lee,Sasha Farber,6,7,9,13,15,0,0.5,1,always_safe,1.0,2.0
30,7,6,Iman Shumpert,Daniella Karagach,6,6,8,12,14,0,0.5,1,always_safe,1.0,3.0
30,7,7,Cody Rigsby,Cheryl Burke,5,4,6,9,11,0,0.5,1,always_safe,3.0,4.0
30,7,9,Jimmie Allen,Emma Slater,3,3,5,6,8,0,0.5,1,always_safe,5.0,6.0
30,7,10,Olivia Jade,Valentin Chmerkovskiy,1,1,2,2,3,0,0.5,1,always_safe,7.0,8.0
30,7,11,JoJo Siwa,Jenna Johnson,2,1,3,3,5,0,0.5,1,always_safe,6.0,7.0
30,7,14,Amanda Kloots,Alan Bersten,6,5,7,11,13,0,0.5,1,always_safe,1.0,3.0
30,8,2,Melora Hardin,Artem Chigvintsev,1,1,3,2,4,0,0.5,2,always_safe,5.0,7.0
30,8,5,Suni Lee,Sasha Farber,1,2,4,3,5,0,0.5,2,always_safe,5.0,6.0
30,8,6,Iman Shumpert,Daniella Karagach,7,5,7,12,14,0,0.5,2,uncertain,1.0,2.0
30,8,7,Cody Rigsby,Cheryl Burke,5,4,6,9,11,0,0.5,2,always_safe,3.0,3.0
30,8,9,Jimmie Allen,Emma Slater,8,7,9,15,17,1,0.5,2,always_eliminated,0.0,0.0
30,8,10,Olivia Jade,Valentin Chmerkovskiy,6,6,8,12,14,1,0.5,2,uncertain,1.0,2.0
30,8,11,JoJo Siwa,Jenna Johnson,4,3,5,7,9,0,0.5,2,always_safe,3.0,4.0
30,8,14,Amanda Kloots,Alan Bersten,1,1,2,2,3,0,0.5,2,always_safe,5.0,7.0
30,9,2,Melora Hardin,Artem Chigvintsev,5,5,7,10,12,1,0.5,2,always_eliminated,0.0,1.0
30,9,5,Suni Lee,Sasha Farber,3,4,6,7,9,1,0.5,2,uncertain,1.0,2.0
30,9,6,Iman Shumpert,Daniella Karagach,3,2,4,5,7,0,0.5,2,always_safe,2.0,3.0
30,9,7,Cody Rigsby,Cheryl Burke,6,3,5,9,11,0,0.5,2,always_eliminated,0.0,1.0
30,9,11,JoJo Siwa,Jenna Johnson,1,1,2,2,3,0,0.5,2,always_safe,4.0,5.0
30,9,14,Amanda Kloots,Alan Bersten,2,1,3,3,5,0,0.5,2,always_safe,3.0,4.0
30,10,6,Iman Shumpert,Daniella Karagach,1,1,3,2,4,0,0.5,0,no_elimination,,
30,10,7,Cody Rigsby,Cheryl Burke,4,3,5,7,9,0,0.5,0,no_elimination,,
30,10,11,JoJo Siwa,Jenna Johnson,1,1,2,2,3,0,0.5,0,no_elimination,,
30,10,14,Amanda Kloots,Alan Bersten,3,2,4,5,7,0,0.5,0,no_elimination,,
31,1,0,Jason Lewis,Peta Murgatroyd,15,15,17,30,32,1,0.3,1,uncertain,0.0,1.0
31,1,1,Cheryl Ladd,Louis van Amstel,10,10,12,20,22,0,0.3,1,always_safe,5.0,6.0
31,1,2,Selma Blair,Sasha Farber,3,4,6,7,9,0,0.3,1,always_safe,11.0,12.0
31,1,3,Joseph Baena,Daniella Karagach,9,8,10,17,19,0,0.3,1,always_safe,6.0,7.0
31,1,4,Trevor Donovan,Emma Slater,10,9,11,19,21,0,0.3,1,always_safe,5.0,6.0
31,1,5,Daniel Durant,Britt Stewart,6,5,7,11,13,0,0.3,1,always_safe,9.0,10.0
31,1,6,Wayne Brady,Witney Carson,2,1,3,3,5,0,0.3,1,always_safe,13.0,14.0
31,1,7,Sam Champion,Cheryl Burke,12,11,13,23,25,0,0.3,1,always_safe,2.0,4.0
31,1,8,Jessie James Decker,Alan Bersten,12,12,14,24,26,0,0.3,1,always_safe,2.0,4.0
31,1,9,Jordin Sparks,Brandon Armstrong,7,6,8,13,15,0,0.3,1,always_safe,8.0,9.0
31,1,10,Heidi D'Amelio,Artem Chigvintsev,8,7,9,15,17,0,0.3,1,always_safe,7.0,8.0
31,1,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.3,1,always_safe,14.0,15.0
31,1,12,Teresa Giudice,Pasha Pashkov,12,13,15,25,27,0,0.3,1,always_safe,2.0,3.0
31,1,13,Vinny Guadagnino,Koko Iwasaki,16,14,16,30,32,0,0.3,1,uncertain,0.0,1.0
31,1,14,Shangela,Gleb Savchenko,3,3,5,6,8,0,0.3,1,always_safe,11.0,13.0
31,1,15,Gabby Windey,Valentin Chmerkovskiy,3,2,4,5,7,0,0.3,1,always_safe,11.0,13.0
31,1,0,Jason Lewis,Peta Murgatroyd,15,15,17,30,32,1,0.5,1,uncertain,0.0,1.0
31,1,1,Cheryl Ladd,Louis van Amstel,10,10,12,20,22,0,0.5,1,always_safe,5.0,6.0
31,1,2,Selma Blair,Sasha Farber,3,4,6,7,9,0,0.5,1,always_safe,11.0,12.0
31,1,3,Joseph Baena,Daniella Karagach,9,8,10,17,19,0,0.5,1,always_safe,6.0,7.0
31,1,4,Trevor Donovan,Emma Slater,10,9,11,19,21,0,0.5,1,always_safe,5.0,6.0
31,1,5,Daniel Durant,Britt Stewart,6,5,7,11,13,0,0.5,1,always_safe,9.0,10.0
31,1,6,Wayne Brady,Witney Carson,2,1,3,3,5,0,0.5,1,always_safe,13.0,14.0
31,1,7,Sam Champion,Cheryl Burke,12,11,13,23,25,0,0.5,1,always_safe,2.0,4.0
31,1,8,Jessie James Decker,Alan Bersten,12,12,14,24,26,0,0.5,1,always_safe,2.0,4.0
31,1,9,Jordin Sparks,Brandon Armstrong,7,6,8,13,15,0,0.5,1,always_safe,8.0,9.0
31,1,10,Heidi D'Amelio,Artem Chigvintsev,8,7,9,15,17,0,0.5,1,always_safe,7.0,8.0
31,1,11,Charli D'Amelio,Mark Ballas,1,1,2,2,3,0,0.5,1,always_safe,14.0,15.0
31,1,12,Teresa Giudice,Pasha Pashkov,12,13,15,25,27,0,0.5,1,always_safe,2.0,3.0
31,1,13,Vinny Guadagnino,Koko Iwasaki,16,14,16,30,32,0,0.5,1,uncertain,0.0,1.0
31,1,14,Shangela,Gleb Savchenko,3,3,5,6,8,0,0.5,1,always_safe,11.0,13.0
31,1,15,Gabby Windey,Valentin Chmerkovskiy,3,2,4,5,7,0,0.5,1,always_safe,11.0,13.0
31,2,1,Cheryl Ladd,Louis van Amstel,15,13,15,28,30,0,0.3,1,uncertain,0.0,1.0
31,2,2,Selma Blair,Sasha Farber,6,7,9,13,15,0,0.3,1,always_safe,7.0,8.0
31,2,3,Joseph Baena,Daniella Karagach,13,12,14,25,27,0,0.3,1,always_safe,2.0,2.0
