赛季,周数,人名,伴侣名,地区,国家,年龄,行业,最终名次,比赛结果,评委评分百分比,粉丝投票百分比,总百分比
20,1,Charlotte McKinney,Keo Motsepe,Florida,United States,21,Model,11,Eliminated Week 3,0.0692,0.0518258038853706,0.1210258038853706
20,1,Chris Soules,Witney Carson,Iowa,United States,33,TV Personality,5,Eliminated Week 8,0.0818,0.0654479054046669,0.1472479054046669
20,1,Michael Sam,Peta Murgatroyd,Texas,United States,25,Athlete,10,Eliminated Week 4,0.0818,0.0513362032536024,0.1331362032536024
20,1,Nastia Liukin,Derek Hough,others,Russia,25,Athlete,4,Eliminated Week 9,0.0943,0.0678965639872895,0.1621965639872895
20,1,Noah Galloway,Sharna Burgess,Alabama,United States,33,Motivational Speaker,3,3rd Place,0.0818,0.1654718018467396,0.2472718018467395
20,1,Patti LaBelle,Artem Chigvintsev,Pennsylvania,United States,70,Singer/Rapper,8,Eliminated Week 6,0.0786,0.0571425919658024,0.1357425919658024
20,1,Redfoo,Emma Slater,California,United States,39,Singer/Rapper,12,Eliminated Week 2,0.0692,0.0384232552836083,0.1076232552836083
20,1,Riker Lynch,Allison Holker,Colorado,United States,23,Actor/Actress,2,2nd Place,0.0975,0.1654722992543502,0.2629722992543502
20,1,Robert Herjavec,Kym Johnson,others,Croatia,52,Entrepreneur,6,Eliminated Week 8,0.0881,0.0637917960312266,0.1518917960312266
20,1,Rumer Willis,Valentin Chmerkovskiy,Kentucky,United States,26,Actor/Actress,1,1st Place,0.1006,0.1654715759120438,0.2660715759120438
20,1,Suzanne Somers,Tony Dovolani,California,United States,68,Actor/Actress,9,Eliminated Week 5,0.0786,0.0557044003939272,0.1343044003939272
20,1,Willow Shields,Mark Ballas,New Mexico,United States,14,Actor/Actress,7,Eliminated Week 7,0.0786,0.0520158027813719,0.1306158027813719
20,2,Charlotte McKinney,Keo Motsepe,Florida,United States,21,Model,11,Eliminated Week 3,0.0749,0.0506983936531554,0.1255983936531554
20,2,Chris Soules,Witney Carson,Iowa,United States,33,TV Personality,5,Eliminated Week 8,0.0605,0.0650983936531571,0.1255983936531571
20,2,Michael Sam,Peta Murgatroyd,Texas,United States,25,Athlete,10,Eliminated Week 4,0.0807,0.0501771442061446,0.1308771442061446
20,2,Nastia Liukin,Derek Hough,others,Russia,25,Athlete,4,Eliminated Week 9,0.098,0.0676694942796608,0.1656694942796608
20,2,Noah Galloway,Sharna Burgess,Alabama,United States,33,Motivational Speaker,3,3rd Place,0.0778,0.1682141011040584,0.2460141011040584
20,2,Patti LaBelle,Artem Chigvintsev,Pennsylvania,United States,70,Singer/Rapper,8,Eliminated Week 6,0.0807,0.0563406683962324,0.1370406683962323
20,2,Redfoo,Emma Slater,California,United States,39,Singer/Rapper,12,Eliminated Week 2,0.0893,0.036298392653156,0.125598392653156
20,2,Riker Lynch,Allison Holker,Colorado,United States,23,Actor/Actress,2,2nd Place,0.0922,0.1682145486300273,0.2604145486300273
20,2,Robert Herjavec,Kym Johnson,others,Croatia,52,Entrepreneur,6,Eliminated Week 8,0.0807,0.0633568087312323,0.1440568087312322
20,2,Rumer Willis,Valentin Chmerkovskiy,Kentucky,United States,26,Actor/Actress,1,1st Place,0.0922,0.1682138217318052,0.2604138217318052
20,2,Suzanne Somers,Tony Dovolani,California,United States,68,Actor/Actress,9,Eliminated Week 5,0.0807,0.054817571011722,0.135517571011722
20,2,Willow Shields,Mark Ballas,New Mexico,United States,14,Actor/Actress,7,Eliminated Week 7,0.0922,0.0509006619496481,0.1431006619496481
20,3,Charlotte McKinney,Keo Motsepe,Florida,United States,21,Model,11,Eliminated Week 3,0.0703,0.0508396373213647,0.1211396373213647
20,3,Chris Soules,Witney Carson,Iowa,United States,33,TV Personality,5,Eliminated Week 8,0.0895,0.0666473413605253,0.1561473413605253
20,3,Michael Sam,Peta Murgatroyd,Texas,United States,25,Athlete,10,Eliminated Week 4,0.0767,0.0508409412998349,0.1275409412998349
20,3,Nastia Liukin,Derek Hough,others,Russia,25,Athlete,4,Eliminated Week 9,0.1086,0.0702622849728294,0.1788622849728294
20,3,Noah Galloway,Sharna Burgess,Alabama,United States,33,Motivational Speaker,3,3rd Place,0.0958,0.176811638279864,0.272611638279864
20,3,Patti LaBelle,Artem Chigvintsev,Pennsylvania,United States,70,Singer/Rapper,8,Eliminated Week 6,0.0703,0.0577477587049577,0.1280477587049577
20,3,Riker Lynch,Allison Holker,Colorado,United States,23,Actor/Actress,2,2nd Place,0.1086,0.1768120810490877,0.2854120810490876
20,3,Robert Herjavec,Kym Johnson,others,Croatia,52,Entrepreneur,6,Eliminated Week 8,0.0927,0.0655222609964293,0.1582222609964293
20,3,Rumer Willis,Valentin Chmerkovskiy,Kentucky,United States,26,Actor/Actress,1,1st Place,0.1054,0.1768113467774574,0.2822113467774574
20,3,Suzanne Somers,Tony Dovolani,California,United States,68,Actor/Actress,9,Eliminated Week 5,0.0799,0.0560485326263337,0.1359485326263337
20,3,Willow Shields,Mark Ballas,New Mexico,United States,14,Actor/Actress,7,Eliminated Week 7,0.1022,0.0516561766113155,0.1538561766113155
20,4,Chris Soules,Witney Carson,Iowa,United States,33,TV Personality,5,Eliminated Week 8,0.0831,0.0689576288962495,0.1520576288962495
20,4,Michael Sam,Peta Murgatroyd,Texas,United States,25,Athlete,10,Eliminated Week 4,0.0923,0.0513637004113558,0.1436637004113558
20,4,Nastia Liukin,Derek Hough,others,Russia,25,Athlete,4,Eliminated Week 9,0.1108,0.0737924401138294,0.1845924401138294
20,4,Noah Galloway,Sharna Burgess,Alabama,United States,33,Motivational Speaker,3,3rd Place,0.0985,0.1894227386223219,0.2879227386223218
20,4,Patti LaBelle,Artem Chigvintsev,Pennsylvania,United States,70,Singer/Rapper,8,Eliminated Week 6,0.0923,0.0594387616624877,0.1517387616624877
20,4,Riker Lynch,Allison Holker,Colorado,United States,23,Actor/Actress,2,2nd Place,0.1046,0.1894229843529554,0.2940229843529554
20,4,Robert Herjavec,Kym Johnson,others,Croatia,52,Entrepreneur,6,Eliminated Week 8,0.1046,0.0683922287583678,0.1729922287583677
20,4,Rumer Willis,Valentin Chmerkovskiy,Kentucky,United States,26,Actor/Actress,1,1st Place,0.1077,0.1894222689073493,0.2971222689073493
20,4,Suzanne Somers,Tony Dovolani,California,United States,68,Actor/Actress,9,Eliminated Week 5,0.0862,0.0574637014113528,0.1436637014113528
20,4,Willow Shields,Mark Ballas,New Mexico,United States,14,Actor/Actress,7,Eliminated Week 7,0.12,0.0523235468637299,0.1723235468637299
20,5,Chris Soules,Witney Carson,Iowa,United States,33,TV Personality,5,Eliminated Week 8,0.0954,0.0705904019678077,0.1659904019678077
20,5,Nastia Liukin,Derek Hough,others,Russia,25,Athlete,4,Eliminated Week 9,0.1343,0.0768711282117629,0.2111711282117629
20,5,Noah Galloway,Sharna Burgess,Alabama,United States,33,Motivational Speaker,3,3rd Place,0.0989,0.2047247863316136,0.3036247863316136
20,5,Patti LaBelle,Artem Chigvintsev,Pennsylvania,United States,70,Singer/Rapper,8,Eliminated Week 6,0.0954,0.0599570906579376,0.1553570906579376
20,5,Riker Lynch,Allison Holker,Colorado,United States,23,Actor/Actress,2,2nd Place,0.1343,0.2047248473438728,0.3390248473438728
20,5,Robert Herjavec,Kym Johnson,others,Croatia,52,Entrepreneur,6,Eliminated Week 8,0.0848,0.0705570906579382,0.1553570906579382
20,5,Rumer Willis,Valentin Chmerkovskiy,Kentucky,United States,26,Actor/Actress,1,1st Place,0.1378,0.2047242295310897,0.3425242295310897
20,5,Suzanne Somers,Tony Dovolani,California,United States,68,Actor/Actress,9,Eliminated Week 5,0.0989,0.05645708965794,0.15535708965794
20,5,Willow Shields,Mark Ballas,New Mexico,United States,14,Actor/Actress,7,Eliminated Week 7,0.1201,0.0513933356400371,0.1714933356400371
20,6,Chris Soules,Witney Carson,Iowa,United States,33,TV Personality,5,Eliminated Week 8,0.1237,0.0718356442701029,0.1955356442701029
20,6,Nastia Liukin,Derek Hough,others,Russia,25,Athlete,4,Eliminated Week 9,0.129,0.0798459865470175,0.2088459865470175
20,6,Noah Galloway,Sharna Burgess,Alabama,United States,33,Motivational Speaker,3,3rd Place,0.1201,0.2231882167476225,0.3432882167476225
20,6,Patti LaBelle,Artem Chigvintsev,Pennsylvania,United States,70,Singer/Rapper,8,Eliminated Week 6,0.1201,0.057917529889183,0.178017529889183
20,6,Riker Lynch,Allison Holker,Colorado,United States,23,Actor/Actress,2,2nd Place,0.1343,0.2231881738214951,0.3574881738214951
20,6,Robert Herjavec,Kym Johnson,others,Croatia,52,Entrepreneur,6,Eliminated Week 8,0.1184,0.0718192502732162,0.1902192502732162
20,6,Rumer Willis,Valentin Chmerkovskiy,Kentucky,United States,26,Actor/Actress,1,1st Place,0.1254,0.223187667562181,0.348587667562181
20,6,Willow Shields,Mark Ballas,New Mexico,United States,14,Actor/Actress,7,Eliminated Week 7,0.129,0.0490175308891817,0.1780175308891817
20,7,Chris Soules,Witney Carson,Iowa,United States,33,TV Personality,5,Eliminated Week 8,0.122,0.0720513973922494,0.1940513973922494
20,7,Nastia Liukin,Derek Hough,others,Russia,25,Athlete,4,Eliminated Week 9,0.1614,0.0821438827912272,0.2435438827912271
20,7,Noah Galloway,Sharna Burgess,Alabama,United States,33,Motivational Speaker,3,3rd Place,0.1496,0.2444008254688961,0.3940008254688961
20,7,Riker Lynch,Allison Holker,Colorado,United States,23,Actor/Actress,2,2nd Place,0.1457,0.2444007298038344,0.3901007298038343
20,7,Robert Herjavec,Kym Johnson,others,Croatia,52,Entrepreneur,6,Eliminated Week 8,0.122,0.07205139739225,0.19405139739225
20,7,Rumer Willis,Valentin Chmerkovskiy,Kentucky,United States,26,Actor/Actress,1,1st Place,0.1457,0.2444003707593127,0.3901003707593127
20,7,Willow Shields,Mark Ballas,New Mexico,United States,14,Actor/Actress,7,Eliminated Week 7,0.1535,0.0405513963922298,0.1940513963922298
20,8,Chris Soules,Witney Carson,Iowa,United States,33,TV Personality,5,Eliminated Week 8,0.1513,0.061062377096721,0.2123623770967209
20,8,Nastia Liukin,Derek Hough,others,Russia,25,Athlete,4,Eliminated Week 9,0.1797,0.0808645275670396,0.2605645275670396
20,8,Noah Galloway,Sharna Burgess,Alabama,United States,33,Motivational Speaker,3,3rd Place,0.1489,0.2656702792720637,0.4145702792720637
20,8,Riker Lynch,Allison Holker,Colorado,United States,23,Actor/Actress,2,2nd Place,0.1844,0.2656702853219543,0.4500702853219543
20,8,Robert Herjavec,Kym Johnson,others,Croatia,52,Entrepreneur,6,Eliminated Week 8,0.1466,0.0610625447330054,0.2076625447330054
20,8,Rumer Willis,Valentin Chmerkovskiy,Kentucky,United States,26,Actor/Actress,1,1st Place,0.1891,0.2656699860092158,0.4547699860092158
20,9,Nastia Liukin,Derek Hough,others,Russia,25,Athlete,4,Eliminated Week 9,0.2548,0.0915099879098407,0.3463099879098407
20,9,Noah Galloway,Sharna Burgess,Alabama,United States,33,Motivational Speaker,3,3rd Place,0.242,0.3028300925939173,0.5448300925939173
20,9,Riker Lynch,Allison Holker,Colorado,United States,23,Actor/Actress,2,2nd Place,0.2548,0.3028300011052391,0.5576300011052391
20,9,Rumer Willis,Valentin Chmerkovskiy,Kentucky,United States,26,Actor/Actress,1,1st Place,0.2484,0.3028299183910029,0.5512299183910029
20,10,Noah Galloway,Sharna Burgess,Alabama,United States,33,Motivational Speaker,3,3rd Place,0.3103,0.3333333807579089,0.6436333807579089
20,10,Riker Lynch,Allison Holker,Colorado,United States,23,Actor/Actress,2,2nd Place,0.3448,0.3333333091210455,0.6781333091210455
20,10,Rumer Willis,Valentin Chmerkovskiy,Kentucky,United States,26,Actor/Actress,1,1st Place,0.3448,0.3333333101210456,0.6781333101210456
21,1,Alek Skarlatos,Lindsay Arnold,California,United States,22,Military,3,3rd Place,0.088,0.1340612464629139,0.2220612464629139
21,1,Alexa PenaVega,Mark Ballas,Florida,United States,27,Actor/Actress,6,Eliminated Week 9,0.088,0.0633441238506939,0.1513441238506939
21,1,Andy Grammer,Allison Holker,California,United States,31,Singer/Rapper,7,Eliminated Week 8,0.084,0.0675752853211918,0.1515752853211918
21,1,Bindi Irwin,Derek Hough,others,Australia,17,TV Personality,1,1st Place,0.096,0.1319579359875345,0.2279579359875345
21,1,Carlos PenaVega,Witney Carson,Missouri,United States,26,Actor/Actress,4,4th Place,0.092,0.1226029284313364,0.2146029284313363
21,1,Chaka Khan,Keo Motsepe,Illinois,United States,62,Singer/Rapper,13,Eliminated Week 2,0.052,0.028493373021039,0.080493373021039
21,1,Gary Busey,Anna Trebunskaya,Texas,United States,71,Actor/Actress,10,Eliminated Week 4,0.06,0.0570478744012639,0.1170478744012639
21,1,Hayes Grier,Emma Slater,North Carolina,United States,15,Social Media Personality,8,Eliminated Week 7,0.084,0.0623396820650431,0.1463396820650431
21,1,Kim Zolciak-Biermann,Tony Dovolani,Florida,United States,37,TV Personality,11,Withdrew,0.048,0.0284949373224464,0.0764949373224464
21,1,Nick Carter,Sharna Burgess,New York,United States,35,Singer/Rapper,2,2nd Place,0.096,0.1400586786979396,0.2360586786979396
21,1,Paula Deen,Louis van Amstel,Georgia,United States,68,TV Personality,9,Eliminated Week 6,0.06,0.0650331899142079,0.1250331899142079
21,1,Tamar Braxton,Valentin Chmerkovskiy,Maryland,United States,38,Singer/Rapper,5,Withdrew,0.092,0.0704956012050155,0.1624956012050155
21,1,Victor Espinoza,Karina Smirnoff,others,Mexico,43,Athlete,12,Eliminated Week 2,0.06,0.0284951433193734,0.0884951433193734
21,2,Alek Skarlatos,Lindsay Arnold,California,United States,22,Military,3,3rd Place,0.0832,0.1364017057641366,0.2196017057641366
21,2,Alexa PenaVega,Mark Ballas,Florida,United States,27,Actor/Actress,6,Eliminated Week 9,0.085,0.0631857336726309,0.1481857336726309
21,2,Andy Grammer,Allison Holker,California,United States,31,Singer/Rapper,7,Eliminated Week 8,0.0813,0.0676322983049213,0.1489322983049213
21,2,Bindi Irwin,Derek Hough,others,Australia,17,TV Personality,1,1st Place,0.0887,0.1342458979158667,0.2229458979158667
21,2,Carlos PenaVega,Witney Carson,Missouri,United States,26,Actor/Actress,4,4th Place,0.0832,0.124645693440309,0.207845693440309
21,2,Chaka Khan,Keo Motsepe,Illinois,United States,62,Singer/Rapper,13,Eliminated Week 2,0.0555,0.0256718940215928,0.0811718940215928
21,2,Gary Busey,Anna Trebunskaya,Texas,United States,71,Actor/Actress,10,Eliminated Week 4,0.061,0.0565404123839941,0.1175404123839941
21,2,Hayes Grier,Emma Slater,North Carolina,United States,15,Social Media Personality,8,Eliminated Week 7,0.0832,0.062128002254156,0.1453280022541559
21,2,Kim Zolciak-Biermann,Tony Dovolani,Florida,United States,37,TV Personality,11,Withdrew,0.0684,0.02567362329339,0.09407362329339
21,2,Nick Carter,Sharna Burgess,New York,United States,35,Singer/Rapper,2,2nd Place,0.0832,0.1425450110227167,0.2257450110227166
21,2,Paula Deen,Louis van Amstel,Georgia,United States,68,TV Personality,9,Eliminated Week 6,0.0684,0.0649624240409441,0.1333624240409441
21,2,Tamar Braxton,Valentin Chmerkovskiy,Maryland,United States,38,Singer/Rapper,5,Withdrew,0.0906,0.0706936815919515,0.1612936815919515
21,2,Victor Espinoza,Karina Smirnoff,others,Mexico,43,Athlete,12,Eliminated Week 2,0.0684,0.02567362229339,0.09407362229339
21,3,Alek Skarlatos,Lindsay Arnold,California,United States,22,Military,3,3rd Place,0.1082,0.1471307575438536,0.2553307575438536
21,3,Alexa PenaVega,Mark Ballas,Florida,United States,27,Actor/Actress,6,Eliminated Week 9,0.118,0.068850661107348,0.186850661107348
21,3,Andy Grammer,Allison Holker,California,United States,31,Singer/Rapper,7,Eliminated Week 8,0.0951,0.0737394845268887,0.1688394845268886
21,3,Bindi Irwin,Derek Hough,others,Australia,17,TV Personality,1,1st Place,0.1049,0.144869221302293,0.2497692213022929
21,3,Carlos PenaVega,Witney Carson,Missouri,United States,26,Actor/Actress,4,4th Place,0.1016,0.1347765507073889,0.2363765507073889
21,3,Gary Busey,Anna Trebunskaya,Texas,United States,71,Actor/Actress,10,Eliminated Week 4,0.082,0.061485824373987,0.143485824373987
21,3,Hayes Grier,Emma Slater,North Carolina,United States,15,Social Media Personality,8,Eliminated Week 7,0.0984,0.0676835202158772,0.1660835202158772
21,3,Nick Carter,Sharna Burgess,New York,United States,35,Singer/Rapper,2,2nd Place,0.118,0.1535669541266616,0.2715669541266616
21,3,Paula Deen,Louis van Amstel,Georgia,United States,68,TV Personality,9,Eliminated Week 6,0.0656,0.0708075463964059,0.1364075463964059
21,3,Tamar Braxton,Valentin Chmerkovskiy,Maryland,United States,38,Singer/Rapper,5,Withdrew,0.1082,0.0770894796992957,0.1852894796992957
21,4,Alek Skarlatos,Lindsay Arnold,California,United States,22,Military,3,3rd Place,0.1017,0.1516701510903701,0.2533701510903701
21,4,Alexa PenaVega,Mark Ballas,Florida,United States,27,Actor/Actress,6,Eliminated Week 9,0.089,0.0657949774901459,0.1547949774901459
21,4,Andy Grammer,Allison Holker,California,United States,31,Singer/Rapper,7,Eliminated Week 8,0.0975,0.0713544866179883,0.1688544866179883
21,4,Bindi Irwin,Derek Hough,others,Australia,17,TV Personality,1,1st Place,0.1186,0.1492514220741636,0.2678514220741635
21,4,Carlos PenaVega,Witney Carson,Missouri,United States,26,Actor/Actress,4,4th Place,0.1059,0.1384256255312834,0.2443256255312834
21,4,Gary Busey,Anna Trebunskaya,Texas,United States,71,Actor/Actress,10,Eliminated Week 4,0.0678,0.0573335621017777,0.1251335621017777
21,4,Hayes Grier,Emma Slater,North Carolina,United States,15,Social Media Personality,8,Eliminated Week 7,0.1144,0.0644612090302185,0.1788612090302185
21,4,Nick Carter,Sharna Burgess,New York,United States,35,Singer/Rapper,2,2nd Place,0.1144,0.1585420033364893,0.2729420033364893
21,4,Paula Deen,Louis van Amstel,Georgia,United States,68,TV Personality,9,Eliminated Week 6,0.0763,0.0680252323110166,0.1443252323110166
21,4,Tamar Braxton,Valentin Chmerkovskiy,Maryland,United States,38,Singer/Rapper,5,Withdrew,0.1144,0.0751413304165463,0.1895413304165463
21,5,Alek Skarlatos,Lindsay Arnold,California,United States,22,Military,3,3rd Place,0.0963,0.1636045949156929,0.2599045949156929
21,5,Alexa PenaVega,Mark Ballas,Florida,United States,27,Actor/Actress,6,Eliminated Week 9,0.1329,0.06735052432061,0.20025052432061
21,5,Andy Grammer,Allison Holker,California,United States,31,Singer/Rapper,7,Eliminated Week 8,0.1196,0.0738509647383627,0.1934509647383627
21,5,Bindi Irwin,Derek Hough,others,Australia,17,TV Personality,1,1st Place,0.1229,0.1609752093844352,0.2838752093844352
21,5,Carlos PenaVega,Witney Carson,Missouri,United States,26,Actor/Actress,4,4th Place,0.1296,0.1491648701397607,0.2787648701397607
21,5,Hayes Grier,Emma Slater,North Carolina,United States,15,Social Media Personality,8,Eliminated Week 7,0.0997,0.0657817878117508,0.1654817878117508
21,5,Nick Carter,Sharna Burgess,New York,United States,35,Singer/Rapper,2,2nd Place,0.1163,0.1710598545264609,0.2873598545264609
21,5,Paula Deen,Louis van Amstel,Georgia,United States,68,TV Personality,9,Eliminated Week 6,0.0864,0.0699651629966382,0.1563651629966382
21,5,Tamar Braxton,Valentin Chmerkovskiy,Maryland,United States,38,Singer/Rapper,5,Withdrew,0.0963,0.0782470311662883,0.1745470311662882
21,6,Alek Skarlatos,Lindsay Arnold,California,United States,22,Military,3,3rd Place,0.0958,0.1707409920060084,0.2665409920060084
21,6,Alexa PenaVega,Mark Ballas,Florida,United States,27,Actor/Actress,6,Eliminated Week 9,0.0958,0.0611494357890937,0.1569494357890937
21,6,Andy Grammer,Allison Holker,California,United States,31,Singer/Rapper,7,Eliminated Week 8,0.1278,0.0688980678929198,0.1966980678929198
21,6,Bindi Irwin,Derek Hough,others,Australia,17,TV Personality,1,1st Place,0.1278,0.1678466501475042,0.2956466501475042
21,6,Carlos PenaVega,Witney Carson,Missouri,United States,26,Actor/Actress,4,4th Place,0.1214,0.1547982280095463,0.2761982280095463
21,6,Hayes Grier,Emma Slater,North Carolina,United States,15,Social Media Personality,8,Eliminated Week 7,0.1022,0.0592670810388328,0.1614670810388327
21,6,Nick Carter,Sharna Burgess,New York,United States,35,Singer/Rapper,2,2nd Place,0.1246,0.178928097774809,0.303528097774809
21,6,Paula Deen,Louis van Amstel,Georgia,United States,68,TV Personality,9,Eliminated Week 6,0.0767,0.0642753592620883,0.1409753592620883
21,6,Tamar Braxton,Valentin Chmerkovskiy,Maryland,United States,38,Singer/Rapper,5,Withdrew,0.1278,0.0740960880791973,0.2018960880791973
21,7,Alek Skarlatos,Lindsay Arnold,California,United States,22,Military,3,3rd Place,0.1199,0.1868237589679707,0.3067237589679707
21,7,Alexa PenaVega,Mark Ballas,Florida,United States,27,Actor/Actress,6,Eliminated Week 9,0.1244,0.0604717891041251,0.1848717891041251
21,7,Andy Grammer,Allison Holker,California,United States,31,Singer/Rapper,7,Eliminated Week 8,0.1267,0.0698664367733541,0.1965664367733541
21,7,Bindi Irwin,Derek Hough,others,Australia,17,TV Personality,1,1st Place,0.1312,0.1836076179387818,0.3148076179387818
21,7,Carlos PenaVega,Witney Carson,Missouri,United States,26,Actor/Actress,4,4th Place,0.1267,0.1690509204737131,0.2957509204737131
21,7,Hayes Grier,Emma Slater,North Carolina,United States,15,Social Media Personality,8,Eliminated Week 7,0.1267,0.0581717881041234,0.1848717881041234
21,7,Nick Carter,Sharna Burgess,New York,United States,35,Singer/Rapper,2,2nd Place,0.1222,0.1958987696061068,0.3180987696061068
21,7,Tamar Braxton,Valentin Chmerkovskiy,Maryland,United States,38,Singer/Rapper,5,Withdrew,0.1222,0.0761089190318247,0.1983089190318247
21,8,Alek Skarlatos,Lindsay Arnold,California,United States,22,Military,3,3rd Place,0.1289,0.2039127891087018,0.3328127891087018
21,8,Alexa PenaVega,Mark Ballas,Florida,United States,27,Actor/Actress,6,Eliminated Week 9,0.1392,0.0530624684472493,0.1922624684472492
21,8,Andy Grammer,Allison Holker,California,United States,31,Singer/Rapper,7,Eliminated Week 8,0.1237,0.0685624674472491,0.1922624674472491
21,8,Bindi Irwin,Derek Hough,others,Australia,17,TV Personality,1,1st Place,0.1443,0.200317027628522,0.344617027628522
21,8,Carlos PenaVega,Witney Carson,Missouri,United States,26,Actor/Actress,4,4th Place,0.1495,0.1839768455585906,0.3334768455585906
21,8,Nick Carter,Sharna Burgess,New York,United States,35,Singer/Rapper,2,2nd Place,0.1701,0.2140338258342099,0.3841338258342099
21,8,Tamar Braxton,Valentin Chmerkovskiy,Maryland,United States,38,Singer/Rapper,5,Withdrew,0.1443,0.076134575975477,0.220434575975477
21,9,Alek Skarlatos,Lindsay Arnold,California,United States,22,Military,3,3rd Place,0.155,0.2241499345376138,0.3791499345376138
21,9,Alexa PenaVega,Mark Ballas,Florida,United States,27,Actor/Actress,6,Eliminated Week 9,0.1824,0.0425245756282233,0.2249245756282233
21,9,Bindi Irwin,Derek Hough,others,Australia,17,TV Personality,1,1st Place,0.1824,0.2201149376223926,0.4025149376223926
21,9,Carlos PenaVega,Witney Carson,Missouri,United States,26,Actor/Actress,4,4th Place,0.1641,0.2017076015616427,0.3658076015616427
21,9,Nick Carter,Sharna Burgess,New York,United States,35,Singer/Rapper,2,2nd Place,0.1672,0.235478374021899,0.402678374021899
21,9,Tamar Braxton,Valentin Chmerkovskiy,Maryland,United States,38,Singer/Rapper,5,Withdrew,0.1489,0.0760245766282283,0.2249245766282283
21,10,Alek Skarlatos,Lindsay Arnold,California,United States,22,Military,3,3rd Place,0.2405,0.2542836212158693,0.4947836212158693
21,10,Bindi Irwin,Derek Hough,others,Australia,17,TV Personality,1,1st Place,0.2658,0.2497491363523953,0.5155491363523953
21,10,Carlos PenaVega,Witney Carson,Missouri,United States,26,Actor/Actress,4,4th Place,0.2658,0.2289836202158668,0.4947836202158667
21,10,Nick Carter,Sharna Burgess,New York,United States,35,Singer/Rapper,2,2nd Place,0.2278,0.2669836222158686,0.4947836222158686
21,11,Alek Skarlatos,Lindsay Arnold,California,United States,22,Military,3,3rd Place,0.2373,0.2542227193724445,0.4915227193724445
21,11,Bindi Irwin,Derek Hough,others,Australia,17,TV Personality,1,1st Place,0.2542,0.2497477605075187,0.5039477605075187
21,11,Carlos PenaVega,Witney Carson,Missouri,United States,26,Actor/Actress,4,4th Place,0.2542,0.229267360356874,0.483467360356874
21,11,Nick Carter,Sharna Burgess,New York,United States,35,Singer/Rapper,2,2nd Place,0.2542,0.2667621597631628,0.5209621597631628
22,1,Antonio Brown,Sharna Burgess,Florida,United States,27,Athlete,5,Eliminated Week 9,0.0886,0.0617142946112793,0.1503142946112793
22,1,Doug Flutie,Karina Smirnoff,Maryland,United States,53,Athlete,9,Eliminated Week 6,0.0633,0.0619143395691246,0.1252143395691246
22,1,Geraldo Rivera,Edyta Sliwinska,New York,United States,72,Journalist,12,Eliminated Week 2,0.0549,0.0437725444819866,0.0986725444819865
22,1,Ginger Zee,Valentin Chmerkovskiy,California,United States,35,News Anchor,3,3rd Place,0.097,0.1657610321845159,0.2627610321845159
22,1,Jodie Sweetin,Keo Motsepe,California,United States,34,Actor/Actress,6,Eliminated Week 8,0.0844,0.0562172835868048,0.1406172835868048
22,1,Kim Fields,Sasha Farber,New York,United States,46,Actor/Actress,8,Eliminated Week 7,0.0844,0.0553048334421414,0.1397048334421414
22,1,Marla Maples,Tony Dovolani,Georgia,United States,52,TV Personality,10,Eliminated Week 4,0.0886,0.0527013768960526,0.1413013768960526
22,1,Mischa Barton,Artem Chigvintsev,others,England,30,Actor/Actress,11,Eliminated Week 3,0.0675,0.0497365426392586,0.1172365426392586
22,1,Nyle DiMarco,Peta Murgatroyd,New York,United States,26,Model,1,1st Place,0.097,0.1678087858404684,0.2648087858404684
22,1,Paige VanZant,Mark Ballas,Oregon,United States,22,Athlete,2,2nd Place,0.0886,0.1637434801454646,0.2523434801454646
22,1,Von Miller,Witney Carson,Texas,United States,27,Athlete,7,Eliminated Week 7,0.0886,0.0553050320697624,0.1439050320697624
22,1,Wanya Morris,Lindsay Arnold,Pennsylvania,United States,42,Singer/Rapper,4,Eliminated Week 9,0.097,0.0660204545331401,0.1630204545331401
22,2,Antonio Brown,Sharna Burgess,Florida,United States,27,Athlete,5,Eliminated Week 9,0.0805,0.0611574299370815,0.1416574299370815
22,2,Doug Flutie,Karina Smirnoff,Maryland,United States,53,Athlete,9,Eliminated Week 6,0.0847,0.0613681801926103,0.1460681801926103
22,2,Geraldo Rivera,Edyta Sliwinska,New York,United States,72,Journalist,12,Eliminated Week 2,0.0551,0.0420705655116429,0.0971705655116429
22,2,Ginger Zee,Valentin Chmerkovskiy,California,United States,35,News Anchor,3,3rd Place,0.089,0.1684975046439123,0.2574975046439123
22,2,Jodie Sweetin,Keo Motsepe,California,United States,34,Actor/Actress,6,Eliminated Week 8,0.089,0.0553493294425039,0.1443493294425039
22,2,Kim Fields,Sasha Farber,New York,United States,46,Actor/Actress,8,Eliminated Week 7,0.0805,0.0543823594805726,0.1348823594805726
22,2,Marla Maples,Tony Dovolani,Georgia,United States,52,TV Personality,10,Eliminated Week 4,0.0847,0.0516181302914487,0.1363181302914486
22,2,Mischa Barton,Artem Chigvintsev,others,England,30,Actor/Actress,11,Eliminated Week 3,0.0636,0.0484603494971884,0.1120603494971884
22,2,Nyle DiMarco,Peta Murgatroyd,New York,United States,26,Model,1,1st Place,0.0847,0.1705862062632749,0.2552862062632749
22,2,Paige VanZant,Mark Ballas,Oregon,United States,22,Athlete,2,2nd Place,0.1017,0.1664390837257577,0.2681390837257577
22,2,Von Miller,Witney Carson,Texas,United States,27,Athlete,7,Eliminated Week 7,0.0847,0.0543825232773026,0.1390825232773025
